Community,Node,type,country,neighbor_count,In-Degree,Out-Degree,Avg-Weight,Node_Count,Edge_Count,ownership,partnership,family_relationship,membership,Connected_Node_Type_company,Connected_Node_Type_organization,Connected_Node_Type_Uncategorized,Connected_Node_Type_person,Connected_Node_Type_location,Connected_Node_Type_political_organization,Connected_Node_Type_vessel,Connected_Node_Type_movement,Connected_Node_Type_event,Suspicion rate
8,40676,organization,Unknown,2.0,0,2,0.9165828,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,38.83%
8,730397695,organization,Unknown,3.0,0,3,0.8431942266666667,3,3,0,0,1,2,0,2,0,0,1,0,0,0,0,32.67%
8,322202416,organization,Unknown,2.0,0,2,0.8788565500000001,2,2,0,0,0,2,0,1,0,1,0,0,0,0,0,38.83%
8,969368807,organization,Unknown,3.0,1,2,0.8731919633333334,3,3,0,2,1,0,0,1,2,0,0,0,0,0,0,29.17%
8,Debra Hall,person,Country_12955,3.0,0,3,0.9135565133333332,3,3,1,0,2,0,0,1,0,2,0,0,0,0,0,32.67%
8,su y Worldwide Shark,company,Country_271835,1.0,1,0,0.85448813,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,37.55%
8,8127,organization,Unknown,4.0,2,2,0.8775245999999999,4,4,0,4,0,0,0,2,1,0,0,1,0,0,0,5.88%
8,18668050,organization,Unknown,4.0,3,1,0.8694006575,4,4,0,4,0,0,0,2,1,0,0,1,0,0,0,5.88%
8,fcef975b-e382-4c81-8160-41bf9e5bf937,location,Unknown,4.0,2,2,0.8333523125,4,4,4,0,0,0,1,2,0,0,0,1,0,0,0,6.17%
8,Brian Hansen,person,Country_271835,3.0,3,0,0.8300048633333333,3,3,0,0,0,3,0,2,1,0,0,0,0,0,0,22.00%
8,519852438,organization,Unknown,4.0,0,4,0.8400036,4,4,0,0,0,4,0,1,1,2,0,0,0,0,0,38.83%
8,âlegitimateâ,Uncategorized,Unknown,4.0,1,3,0.83544023,4,4,0,0,0,4,0,2,0,2,0,0,0,0,0,23.00%
8,William Kim,person,Country_271835,3.0,2,1,0.84437689,3,3,0,0,0,3,0,2,1,0,0,0,0,0,0,6.17%
8,Kathryn Gomez,person,Country_271835,4.0,0,4,0.8566094550000001,4,4,0,2,2,0,0,1,1,2,0,0,0,0,0,32.67%
8,Himachal Pradesh Aquatic Plc Brothers,Uncategorized,Unknown,3.0,1,2,0.8993752666666667,3,3,0,1,0,2,0,0,0,3,0,0,0,0,0,23.00%
8,4b0f0611-34ce-4733-81af-391943e272c0,location,Unknown,4.0,0,4,0.8341967075,4,4,0,1,0,3,1,1,1,1,0,0,0,0,0,32.67%
8,80 Percent Arms,Uncategorized,Unknown,3.0,2,1,0.9069129533333332,3,3,0,0,0,3,0,2,1,0,0,0,0,0,0,18.50%
8,64365043,organization,Unknown,2.0,0,2,0.88123843,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,32.38%
8,0d1c7ce3-7243-47c0-9280-a3262b52dc0f,location,Unknown,2.0,1,1,0.8029172499999999,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,6.17%
8,Lauren Jackson DDS,person,Country_271835,2.0,1,1,0.8707361499999999,2,2,0,1,0,1,0,0,0,0,1,0,0,0,1,6.17%
8,Amanda Garcia,person,Country_271835,3.0,3,0,0.8902347666666667,3,3,0,2,1,0,0,2,0,1,0,0,0,0,0,22.00%
8,75471,organization,Unknown,25.0,6,23,0.8948253865517242,25,29,3,9,0,17,1,7,6,13,0,0,0,1,1,23.00%
8,19471,organization,Unknown,16.0,9,7,0.858946608125,16,16,4,9,0,3,0,8,2,5,1,0,0,0,0,0.00%
8,Seabreeze Foods Ltd. Corporation United,Uncategorized,Unknown,15.0,6,9,0.7677298819999999,15,15,6,4,0,5,0,12,2,0,0,1,0,0,0,16.55%
8,John Hutchinson,person,Country_271835,2.0,2,0,0.872717205,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,22.00%
8,âcardingâ,Uncategorized,Unknown,2.0,2,0,0.93946645,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,34.33%
8,Xavier Sanchez,person,Syrithania,17.0,10,9,0.8723386610526316,17,19,2,9,8,0,2,6,4,7,0,0,0,0,0,6.17%
8,Donna Romero,person,Country_271835,3.0,3,0,0.8790004299999999,3,3,0,2,1,0,0,2,0,1,0,0,0,0,0,22.00%
8,Raymond King,person,Country_271835,2.0,2,0,0.907082135,2,2,1,0,1,0,1,0,0,1,0,0,0,0,0,22.00%
8,Patricia Bowen,person,Oceanus,15.0,11,7,0.8845468077777778,15,18,3,1,12,2,4,2,1,11,0,0,0,0,0,6.17%
8,Nutica del Sol AG,company,Country_323509,4.0,3,1,0.8671739175,4,4,1,2,0,1,0,1,1,1,1,0,0,0,0,6.17%
8,Madhya Pradesh Market BV,Uncategorized,Unknown,14.0,9,7,0.787520900625,14,16,2,9,3,2,0,10,3,3,0,0,0,0,0,18.50%
8,958085,organization,Unknown,12.0,8,9,0.80055804,12,17,3,13,0,1,0,9,4,4,0,0,0,0,0,18.50%
8,12845006,political_organization,Unknown,1.0,0,1,0.8686534,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,48.50%
8,34153143,organization,Unknown,4.0,2,2,0.868145975,4,4,0,3,0,1,0,1,0,3,0,0,0,0,0,12.33%
8,âTheoretically,Uncategorized,Unknown,6.0,3,3,0.8519531933333333,6,6,0,5,0,1,0,1,0,5,0,0,0,0,0,18.50%
8,Water World LLC Express,Uncategorized,Unknown,5.0,2,3,0.8409512459999998,5,5,1,1,0,3,1,3,1,0,0,0,0,0,0,29.17%
8,Linda Holden,person,Country_271835,5.0,2,4,0.8935489816666667,5,6,0,4,2,0,0,4,0,2,0,0,0,0,0,16.83%
8,Conduct Joint,Uncategorized,Unknown,4.0,4,0,0.75067125,4,4,3,0,0,1,0,3,1,0,0,0,0,0,0,34.33%
8,2243528,organization,Unknown,6.0,1,5,0.8809095983333335,6,6,3,2,1,0,1,1,1,1,1,1,0,0,0,0.00%
8,Lake Mweru A/S Carriers,Uncategorized,Unknown,5.0,3,2,0.7098100580000001,5,5,1,0,0,4,2,2,1,0,0,0,0,0,0,18.50%
8,951093,organization,Unknown,5.0,3,2,0.8498667839999999,5,5,1,0,1,3,1,1,1,1,1,0,0,0,0,0.00%
8,c1aeee2d-0030-4d85-b45c-ac3fd9887b98,location,Unknown,3.0,2,1,0.8514474633333333,3,3,1,1,0,1,1,1,0,1,0,0,0,0,0,6.17%
8,Pesquera,Uncategorized,Unknown,11.0,11,0,0.8871550027272727,11,11,11,0,0,0,1,7,1,1,1,0,0,0,0,15.83%
8,Calvin Salas,person,Marebak,34.0,28,8,0.8580698491666667,34,36,2,16,16,2,0,9,9,16,1,0,0,0,1,6.17%
8,80191,organization,Unknown,8.0,5,4,0.8620877788888889,8,9,0,1,2,6,2,2,2,1,0,2,0,0,0,0.00%
8,ï¬shes,event,Unknown,2.0,2,0,0.86501255,2,2,0,2,0,0,0,0,0,1,0,0,0,0,1,22.00%
8,47924922,organization,Unknown,6.0,5,1,0.8700683399999999,6,6,5,0,0,1,2,1,0,3,0,0,0,0,0,12.33%
8,dbb07e32-a8f4-47d0-ae61-c2e9774e9284,location,Unknown,11.0,9,3,0.8712045691666667,11,12,8,0,0,4,4,2,1,2,3,0,0,0,0,6.17%
8,Carlos White,person,Country_271835,19.0,9,10,0.8690747431578948,19,19,4,4,10,1,0,7,2,8,0,1,0,0,1,6.17%
8,Morgan Black,person,Country_271835,40.0,33,8,0.8783226526829269,40,41,6,11,16,8,3,6,9,16,4,2,0,0,1,6.17%
8,8698,organization,Unknown,7.0,1,6,0.8585257157142856,7,7,2,1,2,2,0,2,2,3,0,0,0,0,0,23.00%
8,964,organization,Unknown,2.0,1,1,0.871600675,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,12.33%
8,Claire Russell,person,Country_271835,3.0,3,0,0.9033350333333332,3,3,0,0,0,3,0,2,1,0,0,0,0,0,0,22.00%
8,Jason Davis,person,Country_271835,2.0,1,1,0.8320794300000001,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,6.17%
8,9488645,organization,Unknown,25.0,13,13,0.8718785046153845,25,26,6,6,2,12,1,8,5,9,1,2,0,0,0,0.00%
8,460859346,political_organization,Unknown,16.0,5,12,0.8631489876470588,16,17,3,7,2,5,2,10,2,1,2,0,0,0,0,16.83%
8,Jonathan Torres,person,Uzilandor,9.0,6,3,0.8663499133333334,9,9,0,2,4,3,0,4,1,4,0,0,0,0,0,6.17%
8,Gary Dunn,person,Country_271835,9.0,9,0,0.9203366822222224,9,9,0,6,3,0,0,4,2,3,0,0,0,0,0,22.00%
8,940161722,organization,Unknown,12.0,11,1,0.8369267641666668,12,12,2,0,0,10,3,5,1,0,1,2,0,0,0,0.00%
8,sectors sectors 2033,Uncategorized,Unknown,2.0,2,0,0.8702353700000001,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,34.33%
8,Forwading S.A. de C.V.,Uncategorized,Unknown,35.0,5,32,0.8776843210810812,35,37,7,13,5,12,3,13,5,9,3,3,1,0,0,0.00%
8,981038,political_organization,Unknown,2.0,1,1,0.8906019000000001,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,6.17%
8,Kimberly Petersen,person,Country_729731,3.0,1,3,0.873886085,3,4,0,0,4,0,0,0,0,4,0,0,0,0,0,16.83%
8,34252,organization,Unknown,6.0,5,2,0.8603407685714286,6,7,0,6,1,0,0,4,1,2,0,0,0,0,0,18.50%
8,John Hernandez,person,Country_271835,2.0,2,0,0.859624975,2,2,0,0,2,0,0,0,1,1,0,0,0,0,0,22.00%
8,Aqua Ambassadors Limited Liability Company,Uncategorized,Unknown,4.0,1,3,0.90356559,4,4,0,0,0,4,1,1,1,1,0,0,0,0,0,23.00%
8,Kagera River  GmbH & Co. KG Delivery,company,Country_271835,4.0,2,2,0.8973081025,4,4,0,0,0,4,0,1,2,1,0,0,0,0,0,12.33%
8,Sea Luxe Oceanography Kga Transportation,Uncategorized,Unknown,5.0,3,2,0.8937861220000001,5,5,0,0,0,5,1,1,2,1,0,0,0,0,0,12.33%
8,ï¬sh,event,Unknown,2.0,1,1,0.873632065,2,2,0,1,0,1,0,0,0,1,0,0,0,0,1,6.17%
8,Alicia Lee,person,Country_271835,9.0,1,9,0.873897009,9,10,0,7,1,2,1,6,2,1,0,0,0,0,0,16.83%
8,8112222,organization,Unknown,2.0,2,0,0.884486,2,2,0,2,0,0,0,1,0,1,0,0,0,0,0,34.33%
8,243964,organization,Unknown,2.0,0,2,0.896444665,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,38.83%
8,8950,organization,Unknown,3.0,3,0,0.8483231666666667,3,3,3,0,0,0,0,1,2,0,0,0,0,0,0,34.33%
8,8494294,organization,Unknown,1.0,1,0,0.8314262,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,50.17%
8,Catchâ,Uncategorized,Unknown,1.0,1,0,0.85621595,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,50.17%
8,7234,organization,Unknown,2.0,0,2,0.8571177649999999,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,45.00%
8,Brittany Frey,person,Country_271835,3.0,3,0,0.8658183700000001,3,3,2,0,1,0,0,2,0,1,0,0,0,0,0,22.00%
8,oceana,Uncategorized,Unknown,5.0,4,1,0.84749748,5,5,0,0,0,5,0,2,3,0,0,0,0,0,0,18.50%
8,usa,Uncategorized,Unknown,5.0,4,2,0.8564379999999999,5,6,0,0,0,6,0,3,3,0,0,0,0,0,0,18.50%
8,Lisa Foster,person,Country_271835,1.0,1,0,0.84813327,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,37.83%
8,âU,Uncategorized,Unknown,11.0,1,10,0.8613063372727274,11,11,4,2,0,5,0,7,4,0,0,0,0,0,0,29.17%
8,Robert Edwards,person,Country_271835,7.0,7,0,0.8698250642857144,7,7,0,0,0,7,1,3,2,0,1,0,0,0,0,22.00%
8,58877070,organization,Unknown,5.0,2,3,0.858865424,5,5,0,1,0,4,0,1,4,0,0,0,0,0,0,29.17%
8,900,organization,Unknown,3.0,3,0,0.8761083033333333,3,3,3,0,0,0,0,2,1,0,0,0,0,0,0,34.33%
8,55394387,organization,Unknown,7.0,3,4,0.8657784700000001,7,7,0,3,0,4,1,1,3,1,0,0,1,0,0,12.33%
8,Hannah Brown,person,Country_271835,7.0,6,1,0.8765500714285713,7,7,1,0,3,3,1,2,0,3,1,0,0,0,0,6.17%
8,58623386,organization,Unknown,15.0,7,9,0.827018845625,15,16,2,6,2,6,0,10,3,3,0,0,0,0,0,18.50%
8,693c9865-5633-40a1-bcb6-3f0dd68a41c4,location,Unknown,2.0,2,0,0.887308975,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,22.00%
8,âDisastrousâ,Uncategorized,Unknown,2.0,2,0,0.879057,2,2,1,0,1,0,0,2,0,0,0,0,0,0,0,34.33%
8,boatâs,vessel,Unknown,5.0,5,0,0.893019654,5,5,0,0,0,5,1,2,1,1,0,0,0,0,0,22.00%
8,705283b0-cdb7-4f0a-8481-b3fea243a8e5,location,Unknown,3.0,0,4,0.8285016125,3,4,1,1,0,2,2,0,1,1,0,0,0,0,0,32.67%
8,Aleut Community St,Uncategorized,Unknown,3.0,1,2,0.8021559933333333,3,3,0,0,0,3,0,1,2,0,0,0,0,0,0,29.17%
8,KanuuxÌ,Uncategorized,Unknown,3.0,2,1,0.8609087666666667,3,3,0,0,0,3,0,1,1,0,1,0,0,0,0,6.17%
8,e8036bce-0679-41d2-aa7b-d444163ae65a,location,Unknown,4.0,1,3,0.872572175,4,4,1,0,0,3,0,1,2,0,1,0,0,0,0,16.83%
8,890,organization,Unknown,2.0,0,2,0.8272198,2,2,1,0,0,1,0,0,2,0,0,0,0,0,0,45.00%
8,âAlaÄum KanuuxÌ,Uncategorized,Unknown,2.0,2,0,0.8438229749999999,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,22.00%
8,80276549,organization,Unknown,3.0,3,0,0.8399763266666667,3,3,0,3,0,0,0,2,1,0,0,0,0,0,0,34.33%
8,Lake Manyara  SRL Brothers,company,Country_271835,1.0,1,0,0.8936238,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,50.17%
8,299,organization,Unknown,8.0,7,1,0.8484354924999999,8,8,0,4,0,4,0,1,1,5,0,1,0,0,0,0.00%
9,2421,organization,Unknown,3.0,1,2,0.8226395766666666,3,3,3,0,0,0,0,2,0,0,0,1,0,0,0,16.55%
9,7413,organization,Unknown,2.0,2,0,0.824315905,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,21.72%
9,861,organization,Unknown,2.0,1,1,0.811835495,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,12.33%
9,22,organization,Unknown,2.0,1,2,0.8906367166666667,2,3,0,2,1,0,0,2,0,1,0,0,0,0,0,29.17%
9,Angela Navarro,person,Country_198078,6.0,1,5,0.8783738316666666,6,6,0,1,2,3,0,0,0,2,0,3,0,0,1,16.83%
9,363355,organization,Unknown,5.0,4,1,0.920793062,5,5,0,4,1,0,0,5,0,0,0,0,0,0,0,18.50%
9,20571414,organization,Unknown,3.0,1,2,0.8752995066666668,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,29.17%
9,31894357,organization,Unknown,4.0,1,3,0.90117482,4,4,0,4,0,0,0,4,0,0,0,0,0,0,0,29.17%
9,Jasmine Camacho,person,Country_271835,4.0,3,3,0.8906843999999999,4,6,0,1,4,1,0,0,0,4,0,0,0,0,2,6.17%
9,âespecially,event,Unknown,3.0,3,1,0.9328603,3,4,0,3,0,1,0,0,0,4,0,0,0,0,0,6.17%
9,871,organization,Unknown,5.0,2,3,0.938286656,5,5,0,5,0,0,0,0,1,3,0,0,0,0,1,29.17%
9,937182447,organization,Unknown,2.0,2,0,0.8593986,2,2,0,2,0,0,0,1,0,0,0,1,0,0,0,21.72%
9,Krista Harris,person,Country_271835,5.0,4,1,0.93489968,5,5,0,3,2,0,0,1,1,2,0,0,0,0,1,6.17%
9,66030248,organization,Unknown,5.0,0,5,0.904755862,5,5,0,4,1,0,0,5,0,0,0,0,0,0,0,45.00%
9,Estrella de la Costa Inc Transit,company,Country_766259,3.0,0,3,0.8373067366666667,3,3,0,0,1,2,0,2,0,0,1,0,0,0,0,32.67%
9,54217974,organization,Unknown,17.0,3,15,0.8651980544444444,17,18,5,5,1,7,1,3,1,4,1,8,0,0,0,0.00%
9,142,organization,Unknown,3.0,1,2,0.8601706166666667,3,3,0,0,2,1,0,2,0,0,1,0,0,0,0,16.83%
9,a7f76d84-4ccf-424a-9bf9-fc20b862b7a8,location,Unknown,8.0,1,7,0.87178966625,8,8,2,0,2,4,1,6,1,0,0,0,0,0,0,16.83%
9,430,organization,Unknown,2.0,2,0,0.907267635,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,34.33%
9,Playa del Mar Caviar,company,Country_271835,2.0,1,1,0.848691835,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,18.50%
9,813,organization,Unknown,5.0,3,2,0.8817363740000002,5,5,1,4,0,0,0,4,0,1,0,0,0,0,0,12.33%
9,da71710a-9b0e-41d8-a9f6-a0b93f1ab772,location,Unknown,2.0,1,1,0.837254885,2,2,0,1,1,0,0,0,0,0,1,1,0,0,0,6.17%
9,687028,political_organization,Unknown,11.0,8,3,0.9016237181818184,11,11,0,1,0,10,0,1,0,3,1,5,0,0,1,6.17%
9,43185,political_organization,Unknown,14.0,9,5,0.8620487421428571,14,14,2,3,0,9,1,5,0,2,1,5,0,0,0,6.17%
9,28422,political_organization,Unknown,11.0,10,1,0.928948901818182,11,11,0,1,0,10,0,1,0,3,1,5,0,0,1,6.17%
9,414,political_organization,Unknown,10.0,8,2,0.877830226,10,10,0,2,0,8,0,1,0,3,1,5,0,0,0,6.17%
9,327979,political_organization,Unknown,8.0,4,4,0.8719704475,8,8,0,0,0,8,0,1,0,1,1,5,0,0,0,6.17%
9,âaccelerate,event,Unknown,6.0,4,2,0.8990687133333332,6,6,0,1,0,5,0,0,0,3,1,2,0,0,0,6.17%
9,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,location,Unknown,10.0,0,10,0.8949549250000001,10,10,0,1,1,8,0,1,1,2,0,5,0,0,1,32.67%
9,âeverything,event,Unknown,5.0,5,0,0.961990248,5,5,0,5,0,0,0,1,1,3,0,0,0,0,0,22.00%
9,3183,organization,Unknown,3.0,3,0,0.8204454800000001,3,3,0,0,3,0,1,1,0,0,1,0,0,0,0,22.00%
9,Maria Horton,person,Country_271835,2.0,1,1,0.8883212149999999,2,2,1,0,1,0,0,1,0,1,0,0,0,0,0,6.17%
9,Brandon Stone,person,Country_271835,4.0,1,3,0.8819736899999999,4,4,0,1,3,0,0,1,0,3,0,0,0,0,0,16.83%
9,3015,organization,Unknown,2.0,1,1,0.82915667,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,18.50%
9,802113,organization,Unknown,12.0,3,9,0.8797126991666668,12,12,0,4,1,7,0,6,1,3,2,0,0,0,0,10.67%
9,Evergreen,Uncategorized,Unknown,4.0,0,4,0.9489076575,4,4,0,4,0,0,0,1,0,2,0,0,0,0,1,45.00%
9,Lf Beauty,Uncategorized,Unknown,2.0,0,2,0.8086729800000001,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,45.00%
9,437212,organization,Unknown,2.0,2,0,0.8279666999999999,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,34.33%
9,5334,organization,Unknown,1.0,0,1,0.8541318,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,60.83%
9,58cf758d-a6f2-48ba-ac0c-89581ae6b4a5,location,Unknown,1.0,0,1,0.914931,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,48.50%
9,Spanish Co & Son's,company,Country_984172,2.0,1,1,0.865973375,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,18.50%
9,753589537,organization,Unknown,3.0,0,3,0.8573328633333334,3,3,0,1,2,0,1,1,1,0,0,0,0,0,0,45.00%
9,5199,organization,Unknown,2.0,0,2,0.92613545,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,38.83%
9,Gina Knox,person,Country_271835,4.0,0,4,0.9129636375,4,4,0,2,2,0,0,2,0,2,0,0,0,0,0,32.67%
9,Tonya Frazier,person,Country_271835,3.0,2,1,0.8510888866666666,3,3,0,2,1,0,0,1,0,1,0,1,0,0,0,6.17%
9,3874,organization,Unknown,3.0,2,1,0.8852038533333334,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,18.50%
9,Seth Benjamin,person,Country_271835,1.0,1,0,0.87492585,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,37.83%
9,âDuare Rationâ,Uncategorized,Unknown,1.0,0,1,0.9025889,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,60.83%
9,4769248,organization,Unknown,2.0,0,2,0.83805427,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,45.00%
9,Dean Reyes,person,Country_271835,1.0,1,0,0.8913834,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,37.83%
9,Playa de Coral Oyj International,Uncategorized,Unknown,3.0,3,0,0.8424678466666666,3,3,0,3,0,0,1,2,0,0,0,0,0,0,0,34.33%
9,422,organization,Unknown,4.0,3,1,0.8639343225,4,4,0,1,3,0,2,1,1,0,0,0,0,0,0,18.50%
9,Gambia River  GmbH & Co. KG and,company,Country_271835,5.0,1,4,0.8797560600000001,5,5,1,1,2,1,0,3,2,0,0,0,0,0,0,29.17%
9,80,political_organization,Unknown,2.0,2,0,0.863182515,2,2,0,2,0,0,0,0,0,1,1,0,0,0,0,22.00%
9,207618139,organization,Unknown,2.0,2,0,0.90669225,2,2,0,2,0,0,0,1,0,1,0,0,0,0,0,34.33%
9,35282,organization,Unknown,2.0,1,1,0.8705876800000001,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,18.50%
9,89,organization,Unknown,2.0,0,2,0.8640711,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,45.00%
9,428949,political_organization,Unknown,6.0,0,6,0.924422905,6,6,0,0,0,6,0,1,0,0,0,5,0,0,0,32.67%
9,303934,organization,Unknown,4.0,0,4,0.857130425,4,4,0,1,1,2,1,1,0,1,1,0,0,0,0,26.50%
9,461541,organization,Unknown,3.0,1,2,0.8939560966666668,3,3,0,1,0,2,0,0,1,2,0,0,0,0,0,23.00%
9,Olivia Bradshaw,person,Country_271835,3.0,0,3,0.8557209433333334,3,3,0,0,1,2,0,1,1,1,0,0,0,0,0,32.67%
9,Shona Barracuda AB Worldwide,company,Oceanus,1.0,0,1,0.8771665,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,60.83%
9,âProPublicaâ,Uncategorized,Unknown,3.0,3,0,0.8521678,3,3,0,2,0,1,0,2,0,1,0,0,0,0,0,28.17%
9,2679,organization,Unknown,5.0,2,3,0.864194734,5,5,1,3,1,0,0,4,0,0,1,0,0,0,0,16.83%
9,Donna Green,person,Country_271835,3.0,0,3,0.8782538500000001,3,3,0,0,2,1,0,0,1,2,0,0,0,0,0,32.67%
9,Amy Wilson,person,Country_271835,3.0,3,0,0.8397814533333333,3,3,0,0,2,1,0,2,0,0,1,0,0,0,0,22.00%
9,James Scott,person,Country_271835,5.0,3,2,0.936498272,5,5,0,3,2,0,0,1,1,2,0,0,0,0,1,6.17%
9,Estrella de Mar Ltd. Liability Co,company,Country_338740,6.0,4,2,0.890023455,6,6,0,0,6,0,0,3,0,0,2,0,1,0,0,6.17%
9,Cynthia Williams,person,Country_19028,6.0,4,3,0.928561272857143,6,7,0,0,0,7,0,4,2,0,0,1,0,0,0,6.17%
9,58,organization,Unknown,8.0,8,3,0.9000930709090909,8,11,0,0,0,11,0,3,5,2,0,1,0,0,0,0.00%
9,Surf and Sand Ltd. Liability Co,Uncategorized,Unknown,5.0,1,4,0.91310688,5,5,0,0,0,5,0,2,1,1,0,1,0,0,0,10.38%
9,82344,political_organization,Unknown,9.0,0,9,0.90661718,9,9,0,4,0,5,1,3,3,2,0,0,0,0,0,32.67%
9,ânoncitizen,Uncategorized,Unknown,4.0,4,0,0.9101986525,4,4,0,0,0,4,1,1,1,0,1,0,0,0,0,22.00%
9,heâs,Uncategorized,Unknown,3.0,2,1,0.8665844133333334,3,3,0,0,0,3,0,1,1,0,1,0,0,0,0,6.17%
9,Kelsey Tucker,person,Country_271835,4.0,4,0,0.9224363,4,4,0,0,4,0,0,2,0,0,1,1,0,0,0,22.00%
9,8153f5cb-e1f7-49bb-91bb-24b3a296a40a,location,Unknown,4.0,4,0,0.84990403,4,4,0,0,3,1,0,2,0,0,2,0,0,0,0,22.00%
9,47,organization,Unknown,3.0,2,1,0.8966521833333333,3,3,1,0,2,0,0,1,0,0,2,0,0,0,0,6.17%
9,Melinda Wade,person,Oceanus,2.0,2,0,0.8774351499999999,2,2,0,0,1,1,0,0,0,1,1,0,0,0,0,22.00%
9,Alan Wells,person,Marebak,40.0,26,17,0.8758771348837209,40,43,7,16,13,7,2,16,5,12,4,0,1,0,3,22.00%
9,1225,organization,Unknown,8.0,6,4,0.8872476600000001,8,10,0,7,3,0,0,6,0,2,2,0,0,0,0,6.17%
9,e85c691a-2adc-4094-8d29-5ea328486951,location,Unknown,6.0,1,5,0.87702395,6,6,0,4,2,0,0,3,0,2,1,0,0,0,0,16.83%
9,Ship2Report,vessel,Unknown,6.0,6,0,0.929332285,6,6,0,0,6,0,1,3,0,0,2,0,0,0,0,22.00%
9,Armed Robberyâ,Uncategorized,Unknown,6.0,5,2,0.9354039614285714,6,7,0,0,0,7,0,4,1,1,0,1,0,0,0,0.00%
9,14bda3bb-9993-4265-97cc-1747808c144e,location,Unknown,30.0,10,22,0.873142879375,30,32,2,4,13,13,3,6,7,6,6,1,1,2,0,32.67%
9,Jessica Mullins,person,Country_271835,2.0,2,0,0.8487845,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,22.00%
9,Amy Mcclure,person,Country_271835,2.0,2,0,0.8301544000000001,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,22.00%
9,vesselâs,vessel,Unknown,1.0,1,0,0.8388692,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,37.83%
9,740523,organization,Unknown,1.0,1,0,0.8628217,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,50.17%
9,4063,organization,Unknown,1.0,1,0,0.90863675,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,50.17%
9,Marine,vessel,Unknown,9.0,0,9,0.8501472033333334,9,9,4,2,2,1,1,3,1,3,0,0,1,0,0,32.67%
9,Uttar Pradesh Sp,Uncategorized,Unknown,9.0,7,4,0.7932431054545453,9,11,2,1,5,3,1,5,3,0,2,0,0,0,0,6.17%
9,82408558,organization,Unknown,2.0,1,1,0.83889678,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,18.50%
9,6731,organization,Unknown,51.0,10,41,0.8670074786274509,51,51,14,13,4,20,2,20,10,8,6,3,1,0,1,13.88%
9,8541598,organization,Unknown,14.0,6,8,0.8517347407142857,14,14,5,0,1,8,1,5,3,5,0,0,0,0,0,12.33%
9,Sarah Hays,person,Country_271835,5.0,2,3,0.87099078,5,5,2,0,0,3,1,4,0,0,0,0,0,0,0,16.83%
9,41,organization,Unknown,6.0,2,4,0.8540399866666668,6,6,0,1,0,5,1,2,1,2,0,0,0,0,0,23.00%
9,49,organization,Unknown,32.0,13,21,0.8486668720588234,32,34,5,6,7,16,3,12,9,5,4,1,0,0,0,0.00%
9,b28d568f-09b4-41bd-b04d-4cf255f1adc6,location,Unknown,11.0,6,5,0.8842616772727273,11,11,0,4,3,4,2,3,1,2,2,0,1,0,0,6.17%
