id,product_services,revenue_omu,type,country,company_type,company_size
Neptune's Kingdom Coral Reef AB Consulting,Seafood frozen,27754.695,Company,Zawalinda,AB,1
Neptune's Kingdom GmbH Line,"Value and private label brands within the health, beauty, and household products segments",5166.6728,Company,Oceanus,Ges.m.b.H,0
Neptune's Kingdom Ltd Brothers,"Complete processing, packaging and distribution systems for food products",,Company,Kethilim,Limited,1
Neptune's Kingdom Plc Flounder,,7022.1793,Company,Marebak,PLC,2
Neptune's Kingdom Sagl Merchants,,8686.6728,Company,Oceanus,Sagl,1
Neptune's Kingdom Sailboat LLC Cargo,Processing and preserving of fish and other seafood,10971.9154,Company,Puerto Sol,Limited,2
Neptune's Realm Ges.m.b.H. Shipping,,5921.1756,Company,Riodelsol,Ges.m.b.H,5
Neptune's Realm LC Line,,23466.6728,Company,Oceanus,Limited,1
Neptune's Realm Ltd. Corporation,Fish and Chinese seafood products,5496.6728,Company,Oceanus,Co,2
Neptune's Realm Marine life Harbor,Cold storage services,,Company,Utoporiana,,1
Neptune's Realm NV Navigation,A range of frozen shrimp and value-added products,7146.9316,Company,Mawazam,N.V.,4
Neptune's Realm S.A. de C.V.,,5636.6728,Company,Oceanus,S.A. de C.V.,0
Neva  GmbH & Co. KG,,4736.6728,Company,Oceanus,Ges.m.b.H,0
Neva  Ltd. Liability Co Services,,5866.1323,Company,Gavanovia,Limited,6
Neva  S.A. de C.V. Shipping,Seafood products,90066.6728,Company,Oceanus,S.A. de C.V.,2
Newman Group,,,Beneficial Owner,ZH,Group,1
Newman Group,,,Company Contacts,ZH,Group,1
Newman Ltd,,,Company Contacts,ZH,Limited,0
Newman PLC,,,Company Contacts,ZH,PLC,0
Newman PLC,,,Company Contacts,ZH,PLC,0
"Newman, Ayers and Shaw",,,Beneficial Owner,ZH,,0
"Newman, Bennett and Soto",,,Company,ZH,,0
"Newman, Fuller and Greer",,,Beneficial Owner,ZH,,0
"Newman, Gilmore and Alvarez",,,Beneficial Owner,ZH,,0
"Newman, Lynch and Newman",,,Beneficial Owner,ZH,,0
"Newman, Maldonado and Spencer",,,Beneficial Owner,ZH,,0
"Newman, Melton and Rodriguez",,,Beneficial Owner,ZH,,0
"Newman, Pham and Sullivan",,,Beneficial Owner,ZH,,0
"Newman, Shields and Brooks",,,Beneficial Owner,ZH,,0
"Newman, Thomas and Ochoa",,,Company Contacts,ZH,,0
"Newman, White and Turner",,,Beneficial Owner,ZH,,0
Newman-Bennett,,,Beneficial Owner,ZH,,0
Newman-Bush,,,Beneficial Owner,ZH,,0
Newman-Martinez,,,Company Contacts,ZH,,0
Newton Group,,,Beneficial Owner,ZH,Group,0
Newton Inc,,,Beneficial Owner,ZH,Inc,1
Newton Ltd,,,Beneficial Owner,ZH,Limited,0
Newton Ltd,,,Beneficial Owner,ZH,Limited,0
Newton Ltd,,,Company Contacts,ZH,Limited,0
Newton PLC,,,Beneficial Owner,ZH,PLC,0
"Newton, Bowman and Bradley",,,Company Contacts,ZH,,0
"Newton, Brown and Wilson",,,Beneficial Owner,ZH,,0
"Newton, Carter and Roberson",,,Company Contacts,ZH,,0
"Newton, Evans and Small",,,Beneficial Owner,ZH,,0
"Newton, Roman and Williams",,,Beneficial Owner,ZH,,0
"Newton, Taylor and Roberson",,,Company Contacts,ZH,,0
Newton-Black,,,Company Contacts,ZH,,0
Newton-Greene,,,Beneficial Owner,ZH,,0
Newton-Smith,,,Company Contacts,ZH,,1
Newton-Thompson,Of frozen Asian food delicacies,65967.4381,Company,ZH,,0
Nguyen and Sons,,,Beneficial Owner,ZH,Sons,1
Nguyen and Sons,,,Beneficial Owner,ZH,Sons,1
Nguyen and Sons,,,Beneficial Owner,ZH,Sons,1
Nguyen and Sons,,,Company Contacts,ZH,Sons,1
Nguyen and Sons,,,Company Contacts,ZH,Sons,1
Nguyen and Sons,,,Company Contacts,ZH,Sons,1
Nguyen Group,,6996.4637,Company,ZH,Group,1
Nguyen Group,,,Beneficial Owner,ZH,Group,1
Nguyen Group,,,Company Contacts,ZH,Group,1
Nguyen Group,,,Company Contacts,ZH,Group,1
Nguyen Inc,,,Company,ZH,Inc,2
Nguyen Inc,,,Company,ZH,Inc,2
Nguyen Inc,,,Beneficial Owner,ZH,Inc,2
Nguyen Inc,,,Beneficial Owner,ZH,Inc,2
Nguyen Inc,,,Beneficial Owner,ZH,Inc,2
Nguyen Inc,,,Company Contacts,ZH,Inc,2
Nguyen LLC,Chemicals and chemical products,31266.6728,Company,ZH,Limited,2
Nguyen LLC,,,Beneficial Owner,ZH,Limited,2
Nguyen Ltd,,,Beneficial Owner,ZH,Limited,4
Nguyen Ltd,,,Beneficial Owner,ZH,Limited,4
Nguyen Ltd,,,Company Contacts,ZH,Limited,4
Nguyen PLC,,,Beneficial Owner,ZH,PLC,0
Nguyen PLC,,,Beneficial Owner,ZH,PLC,0
"Nguyen, Adams and Collins",,,Beneficial Owner,ZH,,0
"Nguyen, Barton and Chambers",,,Beneficial Owner,ZH,,0
"Nguyen, Buchanan and Long","Sun shade sail, sun shade net, safety netdebris net, scaffolding net, anti-insect net, anti-wind net, anti-bird net, anti-dust net, windbreaks net olive net, ground coverweed-control mat, anti-hail net, pond cover net, window screen net, garden privacy screen, balcony screen, veranda fence, sports net, trampoline net, PVC mesh, lumber tarp, steel tarp, trailer tarp, truck tarp, dump tarp, multi-mesh tarp, knitted economy mesh tarp, garage floor mat, cargo net, silo bag, and sand bag",13357.6241,Company,ZH,,0
"Nguyen, Caldwell and Franklin",,,Beneficial Owner,ZH,,0
"Nguyen, Craig and Richard",,,Company Contacts,ZH,,0
"Nguyen, Davis and Howard",,,Beneficial Owner,ZH,,0
"Nguyen, Deleon and Cox",,,Company Contacts,ZH,,0
"Nguyen, Douglas and Burch",,,Beneficial Owner,ZH,,0
"Nguyen, Eaton and Adams",,,Company Contacts,ZH,,0
"Nguyen, Hodge and Frost",,,Company Contacts,ZH,,0
"Nguyen, Johnson and Ewing",,,Company Contacts,ZH,,0
"Nguyen, Johnson and Robinson",,6851.863,Company,ZH,,0
"Nguyen, Keller and Moses",,,Company Contacts,ZH,,0
"Nguyen, Mcclure and Salazar",,,Beneficial Owner,ZH,,0
"Nguyen, Mclaughlin and Garcia",,,Beneficial Owner,ZH,,0
"Nguyen, Miller and Green",,,Beneficial Owner,ZH,,0
"Nguyen, Mitchell and Reid",,,Beneficial Owner,ZH,,0
"Nguyen, Proctor and Burgess",,,Beneficial Owner,ZH,,0
"Nguyen, Ramos and Campbell",,,Company Contacts,ZH,,0
"Nguyen, Reynolds and Sheppard",,,Beneficial Owner,ZH,,0
"Nguyen, Rivera and Escobar",,,Company Contacts,ZH,,0
"Nguyen, Ruiz and Jones",,,Beneficial Owner,ZH,,0
"Nguyen, Sanchez and Day",,,Beneficial Owner,ZH,,0
"Nguyen, Shepherd and Howard",,,Company,ZH,,0
"Nguyen, Solis and Levy",Seafood products,5456.6728,Company,ZH,,0
"Nguyen, Stewart and Andrews",,,Beneficial Owner,ZH,,0
"Nguyen, Stout and Williams",,,Beneficial Owner,ZH,,0
"Nguyen, Tran and Palmer",,5636.6728,Company,ZH,,0
"Nguyen, Vasquez and Lozano",,41820.157,Company,ZH,,0
"Nguyen, White and Hudson",,,Beneficial Owner,ZH,,0
"Nguyen, Williams and Gardner",,,Beneficial Owner,ZH,,0
Nguyen-Benson,,,Beneficial Owner,ZH,,0
Nguyen-Burton,,,Beneficial Owner,ZH,,0
Nguyen-Castaneda,,,Company Contacts,ZH,,0
Nguyen-Coleman,,,Beneficial Owner,ZH,,0
Nguyen-Davies,,,Company Contacts,ZH,,0
Nguyen-Davis,,30066.6728,Company,ZH,,0
Nguyen-Davis,,,Beneficial Owner,ZH,,0
Nguyen-Dillon,,,Company Contacts,ZH,,0
Nguyen-Hall,,,Beneficial Owner,ZH,,0
Nguyen-Harrison,,,Beneficial Owner,ZH,,0
Nguyen-Henry,,,Beneficial Owner,ZH,,0
Nguyen-Hill,,,Company Contacts,ZH,,0
Nguyen-Jacobs,,,Company Contacts,ZH,,0
Nguyen-Kaiser,,,Company,ZH,,0
Nguyen-Mejia,,,Beneficial Owner,ZH,,0
Nguyen-Morgan,,,Company Contacts,ZH,,0
Nguyen-Morrow,,,Beneficial Owner,ZH,,0
Nguyen-Parker,"Juices, UHT milk, mayonnaise, ketchup, sauces",21004.3173,Company,ZH,,0
Nguyen-Rodriguez,,,Beneficial Owner,ZH,,0
Nguyen-Scott,,,Beneficial Owner,ZH,,0
Nguyen-Steele,,,Beneficial Owner,ZH,,0
Nguyen-Woods,,,Company Contacts,ZH,,0
Niamh S.A. de C.V.,,6903.4422,Company,Brindisola,S.A. de C.V.,5
Niamh S.A. de C.V.,,5106.6728,Company,Oceanus,S.A. de C.V.,5
nián yú GmbH Investment,Fish and seafood,23166.6728,Company,Oceanus,Ges.m.b.H,1
nián yú Jetty SE Forwading,"Powertrains; Apparel and accessories for women and men; Aircraft engines, and components",1161466.765,Company,Helixia,SE,15
nián yú Limited Liability Company,,8158.6558,Company,Nalakond,Limited,5
nián yú Ltd. Corporation,Downhole tools,20448.092,Company,Marebak,Co,5
nián yú Ltd. Corporation,,5706.6728,Company,Oceanus,Co,5
nián yú Ltd. Corporation Industrial,Holding company,27405.946,Company,Icarnia,Co,5
Nichols Group,,,Beneficial Owner,ZH,Group,0
Nichols Group,,,Beneficial Owner,ZH,Group,0
Nichols Inc,,,Beneficial Owner,ZH,Inc,1
Nichols Inc,,,Beneficial Owner,ZH,Inc,1
Nichols Inc,,,Beneficial Owner,ZH,Inc,1
Nichols LLC,Iodine,60166.6728,Company,ZH,Limited,0
Nichols LLC,,,Company Contacts,ZH,Limited,0
Nichols Ltd,,,Beneficial Owner,ZH,Limited,1
Nichols Ltd,,,Beneficial Owner,ZH,Limited,1
Nichols PLC,,,Company Contacts,ZH,PLC,2
Nichols PLC,,,Company Contacts,ZH,PLC,2
"Nichols, Bell and Jackson",,,Beneficial Owner,ZH,,0
"Nichols, Cox and Thomas",,,Beneficial Owner,ZH,,0
"Nichols, Horne and Willis",,,Beneficial Owner,ZH,,0
"Nichols, Jones and Bell",,,Beneficial Owner,ZH,,0
"Nichols, Melendez and Smith",,,Company Contacts,ZH,,0
"Nichols, Ramirez and Rowe",,,Beneficial Owner,ZH,,0
"Nichols, Rivera and Bell",,,Beneficial Owner,ZH,,0
"Nichols, Rowe and Rivera",,,Company Contacts,ZH,,0
"Nichols, Stephens and Davis","Business support services (Organizational change management assistance, development of coaching skills, technology implementation, strategy development, and operational improvement services)",11616.6728,Company,ZH,,0
Nichols-Bennett,,,Company Contacts,ZH,,0
Nichols-Glover,,,Beneficial Owner,ZH,,0
Nichols-Jones,,,Beneficial Owner,ZH,,0
Nichols-Myers,Smoked salmon and other seafood product preparation and packaging,26400.9323,Company,ZH,,0
Nicholson and Sons,,,Company,ZH,Sons,1
Nicholson Group,,,Beneficial Owner,ZH,Group,1
Nicholson Group,,,Beneficial Owner,ZH,Group,1
Nicholson Inc,,,Company Contacts,ZH,Inc,0
Nicholson Ltd,,,Beneficial Owner,ZH,Limited,0
"Nicholson, Herring and Hart",,,Beneficial Owner,ZH,,0
Nicholson-Adams,,,Beneficial Owner,ZH,,0
Nicholson-Grant,,,Beneficial Owner,ZH,,0
Nicholson-Price,,,Beneficial Owner,ZH,,0
Nichols-Roberts,,,Company,ZH,,0
Nichols-Smith,,8032.6003,Company,ZH,,0
Nichols-Stafford,,,Beneficial Owner,ZH,,0
Nichols-Walker,,,Beneficial Owner,ZH,,0
Nielsen PLC,,,Beneficial Owner,ZH,PLC,0
"Nielsen, Bowen and Evans",,,Beneficial Owner,ZH,,0
"Nielsen, Mcconnell and Graham",,,Beneficial Owner,ZH,,0
Nielsen-Daniel,,,Beneficial Owner,ZH,,0
Nielsen-Sullivan,,,Company Contacts,ZH,,0
Niger Bend   AG Marine,,4786.6728,Company,Coralmarica,AG,0
Niger Bend   AS Express,Cruise ship holidays,613590.7287,Company,Puerto Sol,A/S,72
Niger Bend   LLC Services,,,Company,Gavanovia,Limited,1
Niger Bend   Ltd Express,,,Company,Isliandor,Limited,1
Niger Bend   S.A. de C.V. Holdings,,,Company,Isliandor,S.A. de C.V.,8
Niger Bend   S.A. de C.V. Holdings,Refrigerated warehousing and storage services,31572.3446,Company,Kondanovia,S.A. de C.V.,8
Niger Delta   AG Marine life,Frozen seafood products,118046.3118,Company,Nalakond,AG,1
Niger Delta   Cruise ship,"Manufacturing surgical appliances and supplies, such as orthopedic devices, prosthetic appliances, surgical dressings, crutches, surgical sutures, personal industrial safety devices (except protective eyewear), hospital beds, and operating room tables",9557.6682,Company,Marebak,,2
Niger Delta   Limited Liability Company,"Personal computers; computers, peripherals & software; electronic parts & equipment, bare printed circuit boards, integrated circuit lids, sputtering targets, and photo mask",,Company,Isliandor,Limited,2
Niger River   GmbH & Co. KG,Packaging products,139666.6728,Company,Oceanus,Ges.m.b.H,0
Niger River   Marine life,,,Company,Oceanus,,2
Niger River   Marine life,,,Company,Oceanus,,2
Niger River   N.V. International,,5636.6728,Company,Oceanus,N.V.,0
Niger River   S.p.A. & Son's,,6825.4401,Company,Marebak,S.p.A.,3
Niger River Delta  Aquamarine,"Canned and cured fish and seafoods, as well as other related products",,Company,Faraluna,,1
Niger River Delta  Co -,"Best, lyptus, table, and metal easles, student and specialty brushes, watercolor, and other related products",58366.6728,Company,Oceanus,Co,2
Niger River Delta  Inc Marine,"Beauty supply products, general merchandise, and wet products",91566.6728,Company,Oceanus,Inc,1
Niger River Delta  S.p.A.,"Freight forwarding, warehousing, and transportation logistics services",83366.6728,Company,Oceanus,S.p.A.,2
Niger River Delta  S.p.A.,,20066.6728,Company,Oceanus,S.p.A.,2
Niger River Delta  Shipyard Limited Liability Company Investment,,14546.3952,Company,Marebak,Limited,2
Nile   Coral Company Brothers,Variety of goods and grocery merchandise and other related basic food products,8695.9224,Company,Novarctica,Co,2
Nile   Hijiki Corporation Shipping,"Dairy products such as milk, yogurt, butter, cream, and cheese products",975107.6074,Company,Korvelonia,Co,1
Nile Crocodile  BV Marine life,Seafood raw-materials,39432.191,Company,Thessalandia,BV,2
Nile Crocodile  Corp Delivery,"Closeout Garments, public relations, marketing and advertising, owners, trade groups, professional associations, chambers of commerce and other business advertising and marketing groups, advocate for small and medium size businesses and business source: freelance researcher",13476.6728,Company,Oceanus,Co,2
Nile Crocodile  Corporation Express,,5473.4433,Company,Puerto Sol,Co,4
Nile Crocodile  Deep-sea Oyj Brothers,Wood and cork products,116396.78,Company,Korvelonia,Oyj,16
Nile Crocodile  Deep-sea Oyj Brothers,Cork solutions,17066.6728,Company,Oceanus,Oyj,16
Nile Crocodile  GmbH & Co. KG Logistics,,6716.6728,Company,Oceanus,Ges.m.b.H,1
Nile Crocodile  GmbH & Co. KG Sea,,4736.6728,Company,Oceanus,Ges.m.b.H,0
Nile Crocodile  Inc Holdings,,12204.506,Company,Marebak,Inc,2
Nile Crocodile  LLC Delivery,"Cyanuric chloride, diethyl malonate, dimethyl malonate, diisopropyl malonate, benzyl cyanide, phenyl acetic acid, potassium phenylacetate, sodium phenylacetate, sodium cyanide and cyano acetic acid",1008705.567,Company,Marebak,Limited,10
Nile Crocodile  Mussel AS Line,,,Company,Ariuzima,A/S,2
Nile Crocodile  Sailboat Sp Line,Freight contracting services,80582.0907,Company,Icarnia,Sp,1
Nile Crocodile  SE Services,Self-propelling agricultural equipment and machineries,,Company,Utoporiana,SE,5
Ningxia GmbH & Co. KG,Footwear and foot care products that assist in restoring the foot's natural (neutral) alignment for men and women,33666.6728,Company,Oceanus,Ges.m.b.H,35
Ningxia Oceanfront Pic Forwading,Forgings,5035.0737,Company,Sol y Oceana,PLC,1
Ningxia S.A. de C.V.,,11046.6728,Company,Oceanus,S.A. de C.V.,2
Ningxia S.A. de C.V. Logistics,"Electric motors, motor controllers, chargers & dischargers, I/O & logic devices, integrated solutions and interface devices; Sales and distribution, technical support and troubleshooting, warranty analysis and remanufacturing",,Company,Oceanus,S.A. de C.V.,2
Nixon and Sons,,,Company Contacts,ZH,Sons,0
"Nixon, Holland and Caldwell",,,Beneficial Owner,ZH,,0
"Nixon, Perez and Weaver",,,Beneficial Owner,ZH,,0
Nixon-Barrett,,11310.9977,Company,ZH,,0
Noble Group,,,Beneficial Owner,ZH,Group,0
Noble Inc,,,Beneficial Owner,ZH,Inc,1
Noble PLC,,,Beneficial Owner,ZH,PLC,0
"Noble, Mccarthy and Griffin",,,Beneficial Owner,ZH,,0
Noble-Vargas,,,Beneficial Owner,ZH,,0
Nolan and Sons,,,Beneficial Owner,ZH,Sons,0
Nolan Group,,,Beneficial Owner,ZH,Group,1
Nolan Inc,,,Beneficial Owner,ZH,Inc,0
Nolan Ltd,,,Beneficial Owner,ZH,Limited,2
"Nolan, Johnson and Howard",,,Beneficial Owner,ZH,,0
"Nolan, Mills and Beasley",,,Company,ZH,,0
Nolan-Hardin,,,Company Contacts,ZH,,0
Nolan-Keller,,,Beneficial Owner,ZH,,0
Nolan-Lewis,,,Beneficial Owner,ZH,,0
Nolan-Mckenzie,,,Beneficial Owner,ZH,,0
Nolan-Medina,,,Beneficial Owner,ZH,,0
Nolan-White,,,Company Contacts,ZH,,0
Noord BV Marine life,"Serves the domestic and international marketplace with a complementary range of premium food ingredients for the manufacturing, foodservice, and retail segments",71866.6728,Company,Oceanus,BV,1
Noord GmbH Marine life,"Specialises in manufacturing and wholesaling a wide range of semiconductors and other components for electronic applications; Capable of providing advice on installing new electrical components, as well as maintenance and repair of electrical infrastructure, and other related electrical services",7962.8211,Company,Marebak,Ges.m.b.H,1
Noord Limited Liability Company Line,,,Company,Isliandor,Limited,3
Noord S.A. de C.V. Holdings,Linear motion (LM) systems,,Company,Oceanus,S.A. de C.V.,1
Nordic  Dry dock Sagl Carriers,Carries out logistics services,335574.0847,Company,Kondanovia,Sagl,2
Nordic  Ltd. Liability Co,"System Specific Memory; System Specific Memory; HyperX Memory; DataTraveler (USB Flash memory drives, perfect for data-storage mobility); CompactFlash cards for digital cameras; PDAs and MP3 players; Secure Digital - Photo/Video SD cards for digital cameras, PDAs, MP3 players and cell phones; Secure Digital - Mobile for Mobile Phone, Media Player, PDA, and GPS; SSDNow to improve computer's performance; Media Readers; and Specialty Build Memory",,Company,Isliandor,Limited,1
Nordic  S.A. de C.V.,,,Company,Utoporiana,S.A. de C.V.,5
Norman Group,,,Company,ZH,Group,0
Norman Inc,,,Beneficial Owner,ZH,Inc,0
Norman LLC,,,Beneficial Owner,ZH,Limited,0
Norman Ltd,,,Company,ZH,Limited,0
"Norman, Blevins and Richardson",,,Beneficial Owner,ZH,,0
"Norman, Fitzpatrick and Weaver",,,Company Contacts,ZH,,0
"Norman, Ray and Brooks",,,Beneficial Owner,ZH,,0
"Norman, Ray and Thornton",,,Beneficial Owner,ZH,,0
Norman-Bennett,,,Company Contacts,ZH,,0
Norman-Romero,,,Beneficial Owner,ZH,,0
Norman-Solomon,,14056.6728,Company,ZH,,0
Norman-Swanson,,,Beneficial Owner,ZH,,0
Norman-Walker,,,Beneficial Owner,ZH,,0
Norman-Ward,,,Beneficial Owner,ZH,,0
Norris and Sons,,,Beneficial Owner,ZH,Sons,0
Norris Group,,,Company,ZH,Group,0
Norris Group,,,Beneficial Owner,ZH,Group,0
Norris Group,,,Company Contacts,ZH,Group,0
Norris Inc,,,Beneficial Owner,ZH,Inc,1
Norris Inc,,,Beneficial Owner,ZH,Inc,1
Norris Inc,,,Beneficial Owner,ZH,Inc,1
Norris PLC,Iron casting,106811.658,Company,ZH,PLC,0
"Norris, Bonilla and Coleman",,,Beneficial Owner,ZH,,0
"Norris, Donovan and Huber",,,Beneficial Owner,ZH,,0
"Norris, Gonzalez and Drake",,,Company Contacts,ZH,,0
"Norris, Nguyen and Hernandez",,,Beneficial Owner,ZH,,0
"Norris, Phillips and Zuniga",,,Beneficial Owner,ZH,,0
"Norris, Shaffer and Durham",,,Company Contacts,ZH,,0
"Norris, Smith and Benson",Furniture products,6718.4809,Company,ZH,,0
"Norris, Tate and Thomas","Construction materials (Lumber materials, plywood, millwork, wood panels sand, and aggregates)",,Company,ZH,,0
Norris-Dixon,,,Beneficial Owner,ZH,,0
Norris-Fischer,,,Company,ZH,,0
Norris-Fuller,,,Beneficial Owner,ZH,,0
Norris-Roy,,,Beneficial Owner,ZH,,0
Norris-Vargas,,,Company,ZH,,0
North AG Marine life,,5256.6728,Company,Oceanus,AG,1
North Atlantic  Marine ecology,"Covers planning, design, and printing for commercial-use and publication-use printed materials, including catalogs, brochures, printed artwork, calendars, and marketing materials; Prints of textbooks, general books, periodicals, advertising publications, pamphlets, securities, business forms, and cards",9461.8075,Company,Marebak,,1
North Atlantic  Marine sanctuary N.V. Marine sanctuary,,5409.8739,Company,Korvelonia,N.V.,1
North Atlantic  Merchants &,"Frozen fish line (squid rings, squid rings and tubes, and dry salted cod); Ready dishes line (bread chicken nuggets, battered cod fillets, and battered squid rings); Shark fins, Illex squid, squid tentacles, yellow fin, skipjack, Albacore tuna, scallop in shell, swordfish, cuttlefish, octopus, cod, mussel, ling, and salmon",55675.9815,Company,Nalakond,,3
North Kga Marine sanctuary,,15766.6728,Company,Oceanus,Kga,0
North Limited Liability Company,Fresh and frozen seafood,44798.7217,Company,Marebak,Limited,3
North Ltd. Corporation Shipyard,,5076.6728,Company,Oceanus,Co,0
North Ltd. Liability Co Logistics,End-to-end transport and logistics solutions,82979.7604,Company,Yggdrasonia,Limited,1
North N.V. Marine conservation,,,Company,Sol y Oceana,N.V.,0
North S.A. de C.V. Shipping,,5106.6728,Company,Oceanus,S.A. de C.V.,1
North S.A. de C.V. Shipping,,4736.6728,Company,Oceanus,S.A. de C.V.,1
Northeast Catchers Inc Industrial,,9746.6728,Company,Oceanus,Inc,0
Northeast GmbH & Co. KG,,8053.1055,Company,Marebak,Ges.m.b.H,2
Northeast Ltd. Liability Co Marine conservation,,18866.6728,Company,Oceanus,Limited,0
Northeast NV Marine ecology,Metal cutting type machine tools,18046.6372,Company,Marebak,N.V.,3
Northeast S.A. de C.V.,,4981.8742,Company,Mawazam,S.A. de C.V.,2
Northeast S.A. de C.V.,,4746.6728,Company,Oceanus,S.A. de C.V.,2
Northeast Sea S.p.A. Marine,"Apparel, accessories and other textile products",28684.4869,Company,Marebak,S.p.A.,1
Norton PLC,,,Company Contacts,ZH,PLC,0
Norton PLC,,,Company Contacts,ZH,PLC,0
"Norton, Arnold and Rodriguez",,26966.6728,Company,ZH,,0
"Norton, Barr and Rios",,,Beneficial Owner,ZH,,0
"Norton, Barton and Mclaughlin",Mineral products; agricultural and sideline products; plastic raw materials and products; rubber raw materials and products; chemical raw materials and products; textile raw materials and products; electronic products; stationery; sporting goods; handicrafts; auto parts; machinery equipment and accessories; and daily necessities,543453.8439,Company,ZH,,0
"Norton, Bautista and Harris",,,Company Contacts,ZH,,0
"Norton, Cannon and Barton",,,Beneficial Owner,ZH,,0
"Norton, Moore and Schmidt",,,Company,ZH,,0
"Norton, Murillo and Ross",,,Company Contacts,ZH,,0
"Norton, Wise and Hansen",Stationery and other related products,20082.3634,Company,ZH,,0
Norton-Blake,,,Beneficial Owner,ZH,,0
Norton-Hardy,,,Beneficial Owner,ZH,,0
Norton-Holder,,,Beneficial Owner,ZH,,0
Norton-Jones,,,Beneficial Owner,ZH,,0
Norwegian Fjord  AS -,,7070.8061,Company,Coral Solis,A/S,1
Norwegian Fjord  Company Consulting,,,Company,Oceanus,Co,1
Norwegian Fjord  Corp Cruise ship,,,Company,Oceanus,Co,2
Norwegian Fjord  GmbH & Co. KG,,,Company,Isliandor,Ges.m.b.H,4
Norwegian Fjord  GmbH & Co. KG,"Vegetables (dehydrated scallion, dehydrated carrot grains, dehydrated red bell pepper, dehydrated caraway, dehydrated barley peduncle, and dehydrated green pepper)",9710.847,Company,Marebak,Ges.m.b.H,4
Norwegian Fjord  GmbH & Co. KG Overseas,,,Company,Isliandor,Ges.m.b.H,2
Norwegian Fjord  GmbH Holdings,"Aluminum, foundry, glass, zinc, steel, insulation materials and industrial furnaces",41171.8978,Company,Marebak,Ges.m.b.H,3
Norwegian Fjord  Inc Shipping,,160791.0025,Company,Marebak,Inc,2
Norwegian Fjord  Ltd Investment,"Piece goods, fabrics, knitting yarns, thread and other notions, and hair accessories; Services (Preparation of fibers, weaving of fabric, knitting of fabric, and fiber and fabric finishing, finishing and fabricating fabric products, and basic alterations, such as hemming, taking in or letting out of fabrics, lengthening or shortening services)",46348.857,Company,Marebak,Limited,3
Norwegian Fjord  Ltd. Corporation Marine sanctuary,,6143.8377,Company,Marebak,Co,3
Norwegian Fjord  S.A. de C.V. Brothers,Develops innovative products and solutions in chemical and semiconductor sectors,8836217.096,Company,Utoporiana,S.A. de C.V.,7
Norwegian Fjord  S.p.A. Transit,"Handles a wide variety of commodities, generally palletized, and transported in a container or van trailer",23566.6728,Company,Oceanus,S.p.A.,1
Norwegian Fjord  ОАО Express,,5804.0809,Company,Utoporiana,ОАО,2
Norwegian Haddock Limited Liability Company,,8872.7024,Company,Nalakond,Limited,5
Norwegian Haddock Ltd. Corporation Line,,4906.6728,Company,Oceanus,Co,0
Norwegian Haddock Ltd. Liability Co,,5726.6728,Company,Oceanus,Limited,1
Norwegian Haddock S.p.A. Brackish,International freight forwarding and transportation services,17966.6728,Company,Oceanus,S.p.A.,1
Norwegian Haddock Tidepool Corp Transport,"Industrial process technologies and solutions for food, mobility, and communication markets",330853.4121,Company,Marebak,Co,4
Norwegian King Crab -,,4756.6728,Company,Oceanus,,0
Norwegian King Crab BV,Measuring and controlling devices,,Company,Oceanus,BV,25
Norwegian King Crab CJSC Sea,,,Company,Coralmarica,CJSC,0
Norwegian King Crab Company,Sanitary ware and plumbing products; machinery equipments; hardware tools; construction materials; electronics and electrical appliance; textile and garments; headwear and footwear products; daily articles; stationery; sports and leisure goods; gifts and crafts; antique furniture; raw and supplementary materials; and chemicals and chemfiber; Provision of equipment and technical service,207585.5202,Company,Marebak,Co,37
Norwegian King Crab Corporation Worldwide,Seafood,290095.6326,Company,Rio Isla,Co,10
Norwegian King Crab Ges.m.b.H.,Seafood products,22031.9012,Company,Puerto Sol,Ges.m.b.H,5
Norwegian King Crab Inc,"Standard, fully-automated rotational moulding machines",226461.5258,Company,Puerto Sol,Inc,6
Norwegian King Crab Kga,,5636.6728,Company,Oceanus,Kga,1
Norwegian King Crab Ltd,,7156.6728,Company,Oceanus,Limited,1
Norwegian King Crab Ltd. Corporation,,9866.6728,Company,Oceanus,Co,0
Norwegian King Crab Marine biology,,7364.3045,Company,Marebak,,3
Norwegian King Crab Oceanography Kga Cargo,,32466.6728,Company,Oceanus,Kga,1
Norwegian King Crab S.p.A.,,6056.4337,Company,Arreciviento,S.p.A.,3
Norwegian King Crab S.p.A.,,5596.6728,Company,Oceanus,S.p.A.,3
Norwegian King Crab Sagl Flounder,,14186.6728,Company,Oceanus,Sagl,0
Norwegian Salmon AG Brothers,,9616.6728,Company,Oceanus,AG,2
Norwegian Salmon AS Cargo,,5396.6728,Company,Oceanus,A/S,1
Norwegian Salmon Company Brothers,,9659.557,Company,Marebak,Co,1
Norwegian Salmon GmbH & Co. KG,Ready-made food dishes,140699.42,Company,Nalakond,Ges.m.b.H,3
Norwegian Salmon Sailor Company Transit,Freight solutions,26170.4723,Company,Oceanus,Co,2
Norwegian Shrimp BV Express,"Seafood (tuna fillets, frozen herring portions, frozen cod loins, eel cuts, haddock fillets, frozen mackerel cuts, salted anchovy, crabmeat, oysters, and deveined shrimps)",43434.7429,Company,Kondanovia,BV,4
Norwegian Shrimp Co Marine sanctuary,,6666.6728,Company,Oceanus,Co,0
