id,product_services,revenue_omu,type,country,company_type
Tamil Nadu  Market Current,,11326.6728,Company,Oceanus,
Tamil Nadu  Market Ges.m.b.H. Sandbar,Feeders; booklet makers; perfect binders; collators; trimmers; accessories; and pneumatic systems,12496.6728,Company,Oceanus,Ges.m.b.H
Tamil Nadu  Market GmbH,"Nail care items, as well as nail polish, lipstick, and makeup",7846.6728,Company,Oceanus,Ges.m.b.H
Tamil Nadu  Market LLC,,11123.7646,Company,Marebak,Limited
Tamil Nadu  Market Ltd. Corporation,"Balloons, packaging materials, storage and shelving units source: freelance researcher",12496.6728,Company,Oceanus,Co
Tamil Nadu  Market Ltd. Corporation Logistics,Pharmaceutical and healthcare products,18619.9568,Company,Marebak,Co
Tamil Nadu  Market N.V.,Residential products include: Portable Series; 3 Ton High Wall Evaporator; (220v) Window Unit Series; and (110v) Window Unit Series; Commercial products include: Concealed DX Fan Coils & Chilled Water Fan Coils; DX Concealed Fan Coils; Ducted Air Handlers; Chilled Water Universal Mount Fan Coils; Commercial Condensing Units; High-Wall Chilled Water Fan Coils; and Commercial Air Handlers,177666.6728,Company,Oceanus,N.V.
Tamil Nadu  Market NV,Wiring and connection products,46735.5281,Company,Kondanovia,N.V.
Tamil Nadu  Market Sagl,,23066.6728,Company,Oceanus,Sagl
Tamil Nadu  Market Seabed Incorporated Carriers,,5196.6728,Company,Oceanus,Inc
Tamil Nadu s - Company Consulting,Fish and seafood products,12286.6728,Company,Oceanus,Co
Tamil Nadu s A/S,,,Company,Isliandor,A/S
Tamil Nadu s A/S,,7680.2372,Company,Marebak,A/S
Tamil Nadu s A/S,,,Company,Osterivaro,A/S
Tamil Nadu s A/S,"Automatic transmission (CVT for medium and large FWD vehicles, transmission for hybrid FWD vehicles, CVT with an auxiliary gearbox for mini and small FWD vehicles, CVT for small vehicles, 4-speed AT for mini and 1-liter class FWD vehicles, 6-speed AT for medium and large FWD vehicles, 5-speed AT for medium and large RWD vehicles, 7-speed AT for medium and large RWD vehicles, and transmission for RWD vehicles)",,Company,Sol y Oceana,A/S
Tamil Nadu s CJSC,,14482.6899,Company,Nalakond,CJSC
Tamil Nadu s Company,"Specialises in manufacturing and selling zinc coated wires, brass wires and other related products",,Company,Isliandor,Co
Tamil Nadu s Ges.m.b.H.,,8689.8277,Company,Puerto Sol,Ges.m.b.H
Tamil Nadu s Incorporated,,10966.6728,Company,Oceanus,Inc
Tamil Nadu s Incorporated,,8766.6728,Company,Oceanus,Inc
Tamil Nadu s Kga Marine ecology,Fish and seafoods products,28766.6728,Company,Oceanus,Kga
Tamil Nadu s Ltd. Corporation,,8593.3296,Company,Kondanovia,Co
Tamil Nadu s Mudflat,Cooked seafood products,44530.717,Company,Nalakond,
Tamil Nadu s NV Merchants,Precision-engineered flow control equipment,3619786.673,Company,Oceanus,N.V.
Tamil Nadu s Pic,,6133.1068,Company,Marebak,PLC
Tamil Nadu s Plc,,,Company,Nalaloria,PLC
Tamil Nadu s SE,Fish and seafoods products,63887.8302,Company,Nalakond,SE
Tamil Nadu s Shoal Company Express,High-end special metal materials and products,17718.9145,Company,Marebak,Co
Tamil Nadu s Sp Barracuda,"Food products including cookies, wafers, snacks, candies, lollipops, chocolate, pastries, chewing gum, ice cream and preserves",620417.1407,Company,Brindivaria,Sp
Tamil Nadu s ОАО,,,Company,Isliandor,ОАО
Tana River  Abalone Ltd. Corporation Cargo,,7969.4568,Company,Kondanovia,Co
Tana River  GmbH & Co. KG Consultants,,,Company,Oceanus,Ges.m.b.H
Tana River  Ltd. Liability Co,Sanitaryware,111582.1536,Company,Marebak,Limited
Tana River  ОАО Shipping,,5216.6728,Company,Oceanus,ОАО
Tangier Coast  & S.A. de C.V. Brothers,,9696.6728,Company,Oceanus,S.A. de C.V.
Tangier Coast  Corporation Line,,11438.8095,Company,Nalakond,Co
Tangier Coast  Corporation Worldwide,"Transformer, rectifier and inductor as well as other electronic components",14339.7834,Company,Marebak,Co
Tangier Coast  Incorporated Delivery,"Canning, processing and manufacturing of seafood and other aquatic products",4667.897,Company,Marebak,Inc
Tangier Coast  N.V. Tidal flat,"Canned, frozen and packaged commodity foods, specialty foods, edible nuts and dried fruits; Provides redistribution, logistics and financing services, as well as extended supply chain services",130666.6728,Company,Oceanus,N.V.
Tangier Coast  Ocean Sagl Marine conservation,,11664.6148,Company,Nalakond,Sagl
Tangier Coast  S.A. de C.V. Carriers,"Laminated plastic plates, sheets, unsupported plastic profile shapes, and unsupported plastic film or sheets",,Company,Oceanus,S.A. de C.V.
Tangier Coast  Sp United,,8995.677,Company,Zawalinda,Sp
Tanner Group,,,Beneficial Owner,ZH,Group
Tanner Inc,,,Company Contacts,ZH,Inc
Tanner LLC,,,Beneficial Owner,ZH,Limited
"Tanner, Chase and Bullock",,,Beneficial Owner,ZH,
Tanner-Flores,,,Beneficial Owner,ZH,
Tanner-Johnston,,,Beneficial Owner,ZH,
Tanner-Matthews,,,Beneficial Owner,ZH,
Tapia LLC,,,Beneficial Owner,ZH,Limited
Tapia Ltd,,,Beneficial Owner,ZH,Limited
Tapia Ltd,,,Company Contacts,ZH,Limited
"Tapia, Johnson and Hale",,,Beneficial Owner,ZH,
"Tapia, Long and Burke",,5852.491,Company,ZH,
Tapia-Blackwell,,,Beneficial Owner,ZH,
Tapia-Brennan,"General merchandise, gifts, novelties and promotional merchandise",12056.6728,Company,ZH,
Tapia-Burke,,,Beneficial Owner,ZH,
Tapia-Coleman,,,Beneficial Owner,ZH,
Tapia-Mitchell,,,Beneficial Owner,ZH,
Tapia-Parker,,,Company Contacts,ZH,
Tapia-Simmons,,,Company Contacts,ZH,
Tate and Sons,Short- to medium-run books,64045.1038,Company,ZH,Sons
Tate Group,,,Beneficial Owner,ZH,Group
Tate Inc,,,Beneficial Owner,ZH,Inc
Tate Inc,,,Beneficial Owner,ZH,Inc
Tate Inc,,,Beneficial Owner,ZH,Inc
Tate Ltd,,,Company Contacts,ZH,Limited
Tate PLC,,,Beneficial Owner,ZH,PLC
"Tate, Anderson and Jacobs",,,Beneficial Owner,ZH,
"Tate, Davis and Thompson",,,Beneficial Owner,ZH,
"Tate, Horn and Hogan",,,Beneficial Owner,ZH,
"Tate, Juarez and Myers",,,Beneficial Owner,ZH,
"Tate, Singh and Pace",,,Beneficial Owner,ZH,
"Tate, Taylor and Martinez",,,Beneficial Owner,ZH,
Tate-Adams,,,Beneficial Owner,ZH,
Tate-Bennett,,,Beneficial Owner,ZH,
Tate-Hunt,,,Beneficial Owner,ZH,
Tate-Johnson,,,Beneficial Owner,ZH,
Tate-Jordan,,,Company Contacts,ZH,
Taylor and Sons,,15574.0353,Company,ZH,Sons
Taylor and Sons,,,Company,ZH,Sons
Taylor and Sons,,,Beneficial Owner,ZH,Sons
Taylor and Sons,,,Beneficial Owner,ZH,Sons
Taylor and Sons,,,Beneficial Owner,ZH,Sons
Taylor and Sons,,,Company Contacts,ZH,Sons
Taylor and Sons,,,Company Contacts,ZH,Sons
Taylor Group,"Activities of a plumbing, heating and air conditioning contractor",26584.6728,Company,ZH,Group
Taylor Group,,6666.6728,Company,ZH,Group
Taylor Group,,,Beneficial Owner,ZH,Group
Taylor Group,,,Beneficial Owner,ZH,Group
Taylor Group,,,Beneficial Owner,ZH,Group
Taylor Group,,,Beneficial Owner,ZH,Group
Taylor Group,,,Company Contacts,ZH,Group
Taylor Inc,,,Beneficial Owner,ZH,Inc
Taylor Inc,,,Beneficial Owner,ZH,Inc
Taylor Inc,,,Beneficial Owner,ZH,Inc
Taylor Inc,,,Beneficial Owner,ZH,Inc
Taylor Inc,,,Beneficial Owner,ZH,Inc
Taylor Inc,,,Beneficial Owner,ZH,Inc
Taylor Inc,,,Beneficial Owner,ZH,Inc
Taylor Inc,,,Company Contacts,ZH,Inc
Taylor LLC,"Fish (anchovy, bluefish, butter fish, blowfish, catfish, dogfish, eel, flounder, grouper, haddock, and kingfish), roe (caviar, salmon roe, lumpfish roe, capelin roe, shad roe, and flying-fish roe), shellfish, crustacean (crab, crayfish, lobster, shrimp/prawns), mollusks (abalone, clam, cockle, conch, cuttlefish, mussel, octopus, oyster, periwinkle, snail, squid, scallop, and clam), and echinoderms (sea cucumber and sea urchin)",138982.4441,Company,ZH,Limited
Taylor LLC,,,Beneficial Owner,ZH,Limited
Taylor LLC,,,Beneficial Owner,ZH,Limited
Taylor LLC,,,Beneficial Owner,ZH,Limited
Taylor LLC,,,Company Contacts,ZH,Limited
Taylor LLC,,,Company Contacts,ZH,Limited
Taylor LLC,,,Company Contacts,ZH,Limited
Taylor LLC,,,Company Contacts,ZH,Limited
Taylor Ltd,,12046.6728,Company,ZH,Limited
Taylor Ltd,,,Company,ZH,Limited
Taylor Ltd,,,Beneficial Owner,ZH,Limited
Taylor Ltd,,,Beneficial Owner,ZH,Limited
Taylor Ltd,,,Beneficial Owner,ZH,Limited
Taylor Ltd,,,Beneficial Owner,ZH,Limited
Taylor Ltd,,,Beneficial Owner,ZH,Limited
Taylor Ltd,,,Beneficial Owner,ZH,Limited
Taylor Ltd,,,Beneficial Owner,ZH,Limited
Taylor Ltd,,,Beneficial Owner,ZH,Limited
Taylor Ltd,,,Company Contacts,ZH,Limited
Taylor Ltd,,,Company Contacts,ZH,Limited
Taylor PLC,Footwear,18639.7359,Company,ZH,PLC
Taylor PLC,,5436.6728,Company,ZH,PLC
Taylor PLC,,,Company,ZH,PLC
Taylor PLC,,,Beneficial Owner,ZH,PLC
Taylor PLC,,,Beneficial Owner,ZH,PLC
Taylor PLC,,,Beneficial Owner,ZH,PLC
Taylor PLC,,,Company Contacts,ZH,PLC
Taylor PLC,,,Company Contacts,ZH,PLC
Taylor PLC,,,Company Contacts,ZH,PLC
Taylor PLC,,,Company Contacts,ZH,PLC
Taylor PLC,,,Company Contacts,ZH,PLC
"Taylor, Alexander and Mullins",,,Beneficial Owner,ZH,
"Taylor, Armstrong and Dean",,,Beneficial Owner,ZH,
"Taylor, Bailey and Jackson",,,Company,ZH,
"Taylor, Barton and Brown",,,Beneficial Owner,ZH,
"Taylor, Bell and Solomon",,,Beneficial Owner,ZH,
"Taylor, Bishop and Smith",,9483.4258,Company,ZH,
"Taylor, Blevins and Fernandez",,,Beneficial Owner,ZH,
"Taylor, Bradford and Patton",,,Beneficial Owner,ZH,
"Taylor, Byrd and James",,,Beneficial Owner,ZH,
"Taylor, Carson and Thomas",,,Beneficial Owner,ZH,
"Taylor, Chang and Brandt","Catching, procurement, processing, and marketing as well as exportation and transporting of seafood and other food products",282004.305,Company,ZH,
"Taylor, Cruz and Thomas",,,Beneficial Owner,ZH,
"Taylor, Daniel and Avery",,,Beneficial Owner,ZH,
"Taylor, Franco and Gallagher",,,Beneficial Owner,ZH,
"Taylor, Harris and Brennan",,,Beneficial Owner,ZH,
"Taylor, Harrison and Day",,,Beneficial Owner,ZH,
"Taylor, Harrison and Murray",,,Company Contacts,ZH,
"Taylor, Hudson and Dillon",,,Company Contacts,ZH,
"Taylor, Jensen and Kane",,,Beneficial Owner,ZH,
"Taylor, Johnson and Pugh",,,Company Contacts,ZH,
"Taylor, Kelly and Clark",,,Company Contacts,ZH,
"Taylor, Moreno and Chapman","Motor vehicle parts and accessories, as well as other products",66458.5125,Company,ZH,
"Taylor, Nash and May",,,Company Contacts,ZH,
"Taylor, Phillips and Mendez",,,Beneficial Owner,ZH,
"Taylor, Rhodes and Harvey",,,Beneficial Owner,ZH,
"Taylor, Ross and Rice",,,Beneficial Owner,ZH,
"Taylor, Simmons and Rush",,,Company Contacts,ZH,
"Taylor, Taylor and Farrell",Fully electric vehicles (EVs) and electric vehicle powertrain components,81466666.67,Company,ZH,
"Taylor, Trevino and Ferguson",,,Company Contacts,ZH,
"Taylor, Trujillo and Freeman",,,Beneficial Owner,ZH,
"Taylor, Vazquez and Martinez","Accessories, action, adventure, apparel, Blu-Ray and DVDs, board games, cases, console hardware, digital content, family, fighting, headsets, keyboards and mice, music, online, posters, puzzle, racing, replicas, role playing, shooter, simulation, sport, statues and figurines, strategy, strategy guides, tickets, toys and trading cards; Video games, consoles and accessories for the PlayStation 2, PlayStation 3, PlayStation 4, PlayStation Portable, Playstation Vita, Xbox 360, Xbox One, Nintendo Wii, Nintendo Wii U, PC, Nintendo DS and the Nintendo 3DS",586740.2674,Company,ZH,
"Taylor, Webster and Hernandez",,,Company Contacts,ZH,
"Taylor, Wilkins and Henderson",,,Company Contacts,ZH,
"Taylor, Wilkinson and Bauer",,,Company Contacts,ZH,
"Taylor, Williams and Avila",,,Beneficial Owner,ZH,
Taylor-Aguirre,,,Beneficial Owner,ZH,
Taylor-Allen,,,Beneficial Owner,ZH,
Taylor-Beard,,,Beneficial Owner,ZH,
Taylor-Berg,,,Beneficial Owner,ZH,
Taylor-Bradshaw,,,Beneficial Owner,ZH,
Taylor-Brown,,,Beneficial Owner,ZH,
Taylor-Caldwell,,,Beneficial Owner,ZH,
Taylor-Caldwell,,,Beneficial Owner,ZH,
Taylor-Carter,,,Company Contacts,ZH,
Taylor-Casey,,,Company Contacts,ZH,
Taylor-Clark,,,Beneficial Owner,ZH,
Taylor-Clark,,,Company Contacts,ZH,
Taylor-Conrad,,,Beneficial Owner,ZH,
Taylor-Escobar,,,Company Contacts,ZH,
Taylor-Garner,,,Company,ZH,
Taylor-Gibson,,,Beneficial Owner,ZH,
Taylor-Hall,,,Beneficial Owner,ZH,
Taylor-Hardy,,,Company Contacts,ZH,
Taylor-Harris,,,Company,ZH,
Taylor-Hartman,,,Beneficial Owner,ZH,
Taylor-Haynes,,,Company Contacts,ZH,
Taylor-Jennings,,,Beneficial Owner,ZH,
Taylor-Key,,,Company Contacts,ZH,
Taylor-Lang,,,Company Contacts,ZH,
Taylor-Manning,,,Beneficial Owner,ZH,
Taylor-Morris,,,Company Contacts,ZH,
Taylor-Moyer,,,Beneficial Owner,ZH,
Taylor-Mueller,,,Company Contacts,ZH,
Taylor-Oliver,,,Company Contacts,ZH,
Taylor-Park,,,Company Contacts,ZH,
Taylor-Pearson,,,Company Contacts,ZH,
Taylor-Phillips,,,Company Contacts,ZH,
Taylor-Ramos,,,Beneficial Owner,ZH,
Taylor-Ray,,,Beneficial Owner,ZH,
Taylor-Roberson,,5326.6728,Company,ZH,
Taylor-Roberts,,,Beneficial Owner,ZH,
Taylor-Sexton,,,Beneficial Owner,ZH,
Taylor-Stanley,,,Beneficial Owner,ZH,
Taylor-Torres,,,Company Contacts,ZH,
Taylor-Vang,,5196.6728,Company,ZH,
Taylor-Williams,"Selection of pre-cooked frozen and chilled chips, a wide selection of frozen specialities and a dehydrated product (potato flakes); Offers potato products in staple frozen French fries and in children's novelty potato shapes and flavors",480413.5525,Company,ZH,
Taylor-Williams,,,Beneficial Owner,ZH,
Telangana   GmbH & Co. KG Import,"Drydocking, repair, upgrade and conversion of ships, as well as the fabrication of marine structures",,Company,Valtalmo,Ges.m.b.H
Telangana   Ltd. Liability Co,,6856.6728,Company,Oceanus,Limited
Telangana  - Pic Marine conservation,,12166.6728,Company,Coralmarica,PLC
Telangana  GmbH & Co. KG,,7867.1245,Company,Kondanovia,Ges.m.b.H
Telangana  Ltd. Corporation Investment,,,Company,Icarnia,Co
Telangana  Ltd. Liability Co Holdings,,9510.3581,Company,Marebak,Limited
Telangana  NV Cruise ship,,23866.6728,Company,Oceanus,N.V.
Telangana  S.A. de C.V.,Motor vehicle parts and accessories,83707.7982,Company,Nalakond,S.A. de C.V.
Telangana  S.A. de C.V.,Frozen-at-sea fish products,20866.6728,Company,Oceanus,S.A. de C.V.
Telangana  Sagl Marine conservation,"Biological and medical products; botanical drugs and herbs; pharmaceutical products including antipyretics, analgesics, antibiotics, and antiseptics; and veterinary products in such forms as ampoules, tablets, capsules, vials, ointments, powders, solutions, and suspensions",62566.6728,Company,Luminkind,Sagl
Telangana  Wakame CJSC United,"Perfumes, cosmetics and other toilet preparations",11352673.61,Company,Gavanovia,CJSC
Terrell Inc,,,Beneficial Owner,ZH,Inc
"Terrell, Carney and Wade",,,Beneficial Owner,ZH,
"Terrell, Day and Ward",,,Beneficial Owner,ZH,
Terrell-Davidson,"Fish; live, ornamental, freshwater",193158303.2,Company,ZH,
Terrell-Estrada,,,Beneficial Owner,ZH,
Terrell-Ferguson,,,Company,ZH,
Terry and Sons,,,Beneficial Owner,ZH,Sons
Terry LLC,"Gift and home decor products (Christmas ornaments, a bridal collection, a baby collection, inspirational gifts, jewelry boxes, photo frames, wall decor, key chains; home and office storage; and totes, crates, charging stations, desk organizers, soft closet storage, lap desks, a€?Back-to-Schoola€ organization systems, storage ottomans)",,Company,ZH,Limited
Terry LLC,,,Beneficial Owner,ZH,Limited
Terry PLC,,,Beneficial Owner,ZH,PLC
"Terry, Campbell and Osborn",,,Company Contacts,ZH,
"Terry, Evans and Bryan",,,Beneficial Owner,ZH,
"Terry, Jones and Hunter",,,Company Contacts,ZH,
"Terry, Medina and Kline",,,Beneficial Owner,ZH,
"Terry, Mitchell and Ritter",,,Beneficial Owner,ZH,
"Terry, Wilcox and Ford",,,Beneficial Owner,ZH,
Terry-Brock,,,Company Contacts,ZH,
Terry-Bryant,,,Company Contacts,ZH,
Terry-Frazier,,,Beneficial Owner,ZH,
Terry-Jones,,,Company Contacts,ZH,
Terry-Lewis,,,Beneficial Owner,ZH,
Terry-Miles,,,Beneficial Owner,ZH,
Terry-Miller,,,Beneficial Owner,ZH,
Terry-Myers,,,Company Contacts,ZH,
Terry-Williams,Real estate agents and managers,43860.9912,Company,ZH,
Thalassa Coral AG Cargo,,13006.6728,Company,Oceanus,AG
Thalassa Ferry Ltd. Liability Co Worldwide,,11866.6728,Company,Oceanus,Limited
The Salted Pearl - Oyj Marine conservation,Seafood products,40466.6728,Company,Oceanus,Oyj
The Salted Pearl AG,Convenience stores,50575.5604,Company,Marebak,AG
The Salted Pearl America Ltd Transit,,12206.6728,Company,Oceanus,Limited
The Salted Pearl Co,,15766.6728,Company,Oceanus,Co
The Salted Pearl Corporation Brine,"Polyester portable computer bag, polyester messenger bag, polyester messenger bag, polyester compu-messenger bag, polyester sports sling, polyester backpack, polyester travel-all bag, polyester business tote, polyester business bag, polyester backpack cooler, polyester trail cooler, and polyester 6-can cooler",8724.5255,Company,Marebak,Co
The Salted Pearl Dredge AG Shipping,Sugarbeet seed,110666.6728,Company,Oceanus,AG
The Salted Pearl Inc Pelican,,8618.6728,Company,Oceanus,Inc
The Salted Pearl Kga,,11596.2432,Company,Puerto Sol,Kga
The Salted Pearl LLC,"Exercise bikes, treadmills, vibration exercise machines, fitness massagers, steppers, strength training equipment, abs trainers, aerobic steps, yoga and pilates kits, weight lifting products, trampolines, boxing products, and fitness accessories",49776.8449,Company,Marebak,Limited
The Salted Pearl LLC,"General line of apparel, dry goods, hardware, house wares or home furnishings, groceries, and other lines in limited amounts; Merchandise by television, catalog and mail-order, as well as other media",25135.7043,Company,Marebak,Limited
The Salted Pearl LLC,,5637.0464,Company,Marebak,Limited
The Salted Pearl Ltd. Corporation,Olive oil,38218.161,Company,Nalakond,Co
The Salted Pearl Ltd. Corporation,,29266.6728,Company,Oceanus,Co
The Salted Pearl Pic,"Producing and supplying a range of products, such as engineered flooring, embossed fancy plywood, and unfinished and UV bedboard panels (red oak, birch, and pine)",7936.7736,Company,Marebak,PLC
The Salted Pearl Pic,,,Company,Utoporiana,PLC
The Salted Pearl Pic Export,Frozen seafood products,108666.6728,Company,Oceanus,PLC
The Salted Pearl Pic Export,,,Company,Oceanus,PLC
The Salted Pearl Plc,,,Company,Gavanovia,PLC
The Salted Pearl Plc Logistics,"Hot melt glue guns, for both DIY and industrial applications, embossing heat tools, hot fix applicator wands, light tables, tracer projectors, woodburners, and candle warmers for craft and hobby applications",,Company,Isliandor,PLC
The Salted Pearl S.A. de C.V.,,,Company,Helixia,S.A. de C.V.
The Salted Pearl S.A. de C.V.,"Inland distribution, consolidation, cartage, warehousing, Handling Services source: freelance researcher",,Company,Oceanus,S.A. de C.V.
The Salted Pearl Sagl Transit,High-tech automation and measuring equipment for steel companies as well as technologies for secondary metallurgy,31460.9883,Company,Utoparadia,Sagl
The Salted Pearl ОАО,"Marbles, granites, agglomerates and ceramic (abrasives, cutting tools, epoxy systems, mastics, surfaces treatments, brushes, and technical equipment)",42266.8318,Company,Puerto Sol,ОАО
The Salted Pearl ОАО Express,,32266.6728,Company,Oceanus,ОАО
The Salty Dog AS,,,Company,Sol y Oceana,A/S
The Salty Dog Corp Shipping,Fish and shrimps as well as other aquatic animals,11384.0297,Company,Brindisola,Co
The Salty Dog Distribution,Adhesives and sealants and other chemistry-based solutions,82466.6728,Company,Oceanus,
The Salty Dog Ges.m.b.H.,Food and non-food products,167666.6728,Company,Oceanus,Ges.m.b.H
The Salty Dog Incorporated,"Construction, mining, and utility equipment and industrial machinery",,Company,Sol y Oceana,Inc
The Salty Dog NV,,16210.6839,Company,Zawalinda,N.V.
The Salty Dog OJSC,"Grate bars in all castable high alloy steel grades, heat and wear resisting; conveyor chains for the transport of bulk solid materials, including drop forged fork link chains and fork link chains; and blast furnace tap hole drilling tools, such as solid drill rod with upset forged drill bit and drill rods with interchangeable drill bits",,Company,Utoporiana,OJSC
The Salty Dog Otter Limited Liability Company Transport,,5506.6728,Company,Oceanus,Limited
The Salty Dog Pic,,,Company,Isliandor,PLC
The Salty Dog SE,"Offers mutton, poultry, beef, seafood, pork, goat, lamb, specialty food, and protein products",196666.6728,Company,Oceanus,SE
The Salty Dog Transit,"Motor vehicle parts and accessories, as well as other products",34566.6728,Company,Oceanus,
The Salty Pearl & N.V. Carriers,,,Company,Osterivaria,N.V.
The Salty Pearl A/S,,,Company,Oceanus,A/S
The Salty Pearl Buoy,,5326.6728,Company,Oceanus,
The Salty Pearl Corporation,,4936.6728,Company,Oceanus,Co
The Salty Pearl GmbH,Agricultural produce,90266.6728,Company,Oceanus,Ges.m.b.H
The Salty Pearl Kga,Power-driven handtools,30634.3824,Company,Isliandor,Kga
The Salty Pearl Kga,"Production, preparation, and distribution of a range of meat, seafood, poultry and ready meals; and provision of food services",65388.2514,Company,Nalaloria,Kga
The Salty Pearl Marine life,,7516.6728,Company,Oceanus,
The Salty Pearl Marine sanctuary,Machinery supplier to wire and cable source: freelance researcher,24966.6728,Company,Oceanus,
The Salty Pearl Oceanography,,8566.6728,Company,Alverossia,
The Salty Pearl Pic,Precision-cast zinc alloy by weight of 1 gram to 800 grams,46360.7569,Company,Puerto Sol,PLC
The Sea Lion AG,,,Company,Puerto del Mar,AG
The Sea Lion BV,,,Company,Kethilim,BV
The Sea Lion Corporation,"Seafoods, including shrimps, fish and octopus products",30270.9384,Company,Mawazam,Co
The Sea Lion GmbH Transport,Shipping services,29566.6728,Company,Mawazam,Ges.m.b.H
The Sea Lion Incorporated,,,Company,Isliandor,Inc
The Sea Lion Incorporated,Packaging products,27432.2074,Company,Puerto Sol,Inc
The Sea Lion Kga United,,7806.6728,Company,Oceanus,Kga
The Sea Lion LC Import,"Agricultural products, flooring products, and other related products",20966.6728,Company,Oceanus,Limited
The Sea Lion Limited Liability Company Forwading,,,Company,Isliandor,Limited
The Sea Lion N.V. Cargo,"Fabricated metal products (copper and copper alloys, zinc products, copper foil, steel powde); electronic materials (rare earth, rare metal); nonferrous metals (zinc, copper, lead, cadmium, bismuth, beryllium copper); recycling business (copper scrap, indium scrap, print circuit board); aluminum (composite board, die casting); industrial chemicals (inorganic chemicals, filter aid, metallic salt); printing materials (equipment for photoengraving); and environmental and industrial equipment (industrial machinery, static eliminator, tank, cartridge filter)",283666.8187,Company,Rio Isla,N.V.
The Sea Lion NV Marine biology,One- to five-day freight shipping service,6264743.673,Company,Oceanus,N.V.
The Sea Lion Wave Pic Overseas,Seafood products,10666.5383,Company,Coral Solis,PLC
The Sea Turtle AB,"Sewing machines; Offers a wide variety of sewing machines for sewing & quilting, embroidery, overlock, and software which offers easy-to-use computer software to enhance both sewing and embroidery experiences",,Company,Kethilim,AB
The Sea Turtle and Son's,"Molded injectable vial, glass tubing, amber glass bottle, infusion bottle, cosmetic bottle, small food and beverage bottle, butyl rubber stopper, accessories for dropper bottle, prefilled glass syringe, and dental glass cartridge",610675.8728,Company,Marebak,Sons
The Sea Turtle Company,Grocery products,40362666.67,Company,Oceanus,Co
The Sea Turtle Corporation,"Manufacturing premium instant ramen and rice products; Offers rice paper, pho noodles, fine vermicelli, and more",21266.6728,Company,Oceanus,Co
The Sea Turtle GmbH & Co. KG Freight,"Seafood products from Alaska that include Salmon, Halibut, Pollock, Cod, Rockfish, Blackcod, Flatfish, Shellfish, Caviar and Roe, other specialty products",,Company,Oceanus,Ges.m.b.H
The Sea Turtle N.V. Solutions,,,Company,Riodelsol,N.V.
The Sea Turtle Plc Consultants,,,Company,Puerto del Mar,PLC
The Sea Turtle S.A. de C.V. Delivery,,,Company,Faraluna,S.A. de C.V.
The Sea Turtle Seagull Kga Line,"Intimate apparel, daywear, sleepwear, pet accessories and luggage lines",11866.6728,Company,Oceanus,Kga
Thetis Canal Co Forwading,,,Company,Isliandor,Co
Thetis Corp and Son's,Meat and poultry meat products,6666.6728,Company,Sol y Oceana,Sons
Thetis Ltd. Liability Co,,,Company,Oceanus,Limited
Thetis S.A. de C.V. Marine conservation,,5096.6728,Company,Oceanus,S.A. de C.V.
Thoho Limited Liability Company,"Casting and forging technology (sand casting, investment casting, forging), drive technology (gears, winches, direct drive motors, automation), bearing technology (plain bearings, hydrostatic and airostatic bearings), steel profiles, and engineering components",430463.8836,Company,Utoporiana,Limited
Thoho S.A. de C.V.,Aquatic animals and plants,20145.7326,Company,Arreciviento,S.A. de C.V.
Thoho Tidal flat AG Merchants,,11586.6728,Company,Oceanus,AG
Thoho Tide SE Transit,,,Company,Vesperanda,SE
Thoho Whale Oyj Solutions,Fresh and frozen seafood,39010.3966,Company,Marebak,Oyj
Thomas and Sons,,,Beneficial Owner,ZH,Sons
Thomas and Sons,,,Beneficial Owner,ZH,Sons
Thomas and Sons,,,Beneficial Owner,ZH,Sons
Thomas and Sons,,,Beneficial Owner,ZH,Sons
Thomas and Sons,,,Beneficial Owner,ZH,Sons
Thomas and Sons,,,Company Contacts,ZH,Sons
Thomas GmbH & Co. KG Tidal flat,Variety of grocery products,60766.6728,Company,Oceanus,Ges.m.b.H
Thomas Group,Bakery products,289249.5712,Company,ZH,Group
Thomas Group,Engines and turbines,16705.3682,Company,ZH,Group
Thomas Group,,7649.0588,Company,ZH,Group
Thomas Group,,,Company,ZH,Group
Thomas Group,,,Beneficial Owner,ZH,Group
Thomas Group,,,Beneficial Owner,ZH,Group
Thomas Group,,,Beneficial Owner,ZH,Group
Thomas Group,,,Beneficial Owner,ZH,Group
Thomas Group,,,Beneficial Owner,ZH,Group
Thomas Group,,,Company Contacts,ZH,Group
Thomas Inc,,,Beneficial Owner,ZH,Inc
Thomas Inc,,,Beneficial Owner,ZH,Inc
Thomas Inc,,,Company Contacts,ZH,Inc
Thomas Inc,,,Company Contacts,ZH,Inc
Thomas LLC,"Sourcing, warehousing, shipping and transportation of goods",1176439.583,Company,ZH,Limited
Thomas LLC,Fish and fish products,39589.22,Company,ZH,Limited
Thomas LLC,,,Beneficial Owner,ZH,Limited
Thomas LLC,,,Beneficial Owner,ZH,Limited
Thomas LLC,,,Beneficial Owner,ZH,Limited
Thomas LLC,,,Beneficial Owner,ZH,Limited
Thomas LLC,,,Company Contacts,ZH,Limited
Thomas Ltd,Mixing purchased dried and dehydrated ingredients including purchased dried and dehydrated ingredients for soup mixes and bouillon,36312.3674,Company,ZH,Limited
Thomas Ltd,Produce and seafood products,22066.6728,Company,ZH,Limited
Thomas Ltd,,,Company,ZH,Limited
Thomas Ltd,,,Beneficial Owner,ZH,Limited
Thomas Ltd,,,Beneficial Owner,ZH,Limited
