name,tot_company,tot_revenue
Joyce Torres,1,0
Katrina Hall,1,1556.5196
Stephanie Gonzalez,2,5349.760564
Sarah King,2,1556.5196
Rhonda Gray,1,0
Tina Reed,1,0
Kerry Gonzales,2,7865.1767
Erin Flores,1,0
Linda Lee,2,0
Sharon Coleman,1,0
John Rivera,3,4452.859463
Stephen Carpenter,1,0
Lynn Everett,1,0
Shannon Mcdonald,1,11219.0536
Thomas Wise,1,0
Jordan Cruz,2,24766.6728
Brian Merritt,1,0
Gary Brooks,1,27866.6728
Jeffrey Barnett,1,0
Janice Price,1,0
Tammy Mcgee,1,4916.1986
Jesse Mitchell,2,11586.6728
Mitchell Warren,1,15219.9362
Jacqueline Scott,1,11266.6728
Natalie Stark,2,23466.6728
Wayne Mills,1,5828.924
Kelsey Hahn,2,9736.6728
Eddie Barker,1,5251.818
Christina Jackson,1,0
Carl Mueller,1,0
William Lee,2,328552.72
Jennifer Villarreal,1,0
Lisa Rice DDS,1,4550.627025
Joanna Pittman DDS,1,4550.627025
Darrell Gomez,1,4550.627025
Mr. Robert Ryan,1,4550.627025
Charles Livingston,1,4550.627025
Dale Gordon,1,4550.627025
Kristina Underwood,1,4550.627025
Anthony Winters,1,4550.627025
Kyle French,1,4550.627025
Sylvia Bell PhD,1,4550.627025
Ashley Booth,1,0
Mr. John Wade DVM,1,16266.6728
Ashley Oliver,1,2443.5801
Clinton Cook,1,2443.5801
Cheryl Scott,1,0
Joe Rhodes,2,4221966.123
Daniel Chavez,2,4221966.123
Isabel Holmes,2,0
Mary Mcintosh,1,27267.5482
Kelsey Ramos,1,0
Adam Sullivan,1,2833.3364
Mark Olson,1,2833.3364
Samuel Cantu,1,0
Stacey Williamson,2,0
Karen Wilson,2,0
Kimberly Jimenez,2,0
Stephen Montes,1,0
Bryan Mcconnell,1,0
Ashley Carr,1,0
Jessica Thompson,2,13922.22142
Katelyn Smith,1,13922.22142
Kaitlyn Martin,1,13922.22142
Kristen Jones,2,13922.22142
Kevin Washington,1,13922.22142
Pamela Schneider,1,0
Karen Ashley,1,38149.0267
Daniel Wallace,1,7886.6728
Kelly Baldwin,1,2918.652729
Andrea Skinner,1,2918.652729
Melissa Jordan,1,2918.652729
Martha Tucker,1,2918.652729
Christopher Smith,3,24933.36723
Trevor Morgan,1,2918.652729
Daniel Sanchez,1,2918.652729
Andrew Meadows,1,2918.652729
Jesse Harding,1,2918.652729
Luis Powell,1,2918.652729
Jennifer Cannon,1,2918.652729
Robert Davis,3,7640.059608
Sandra Shaw,1,2918.652729
Steven Fitzgerald,1,2918.652729
Christina Turner,1,2918.652729
James Hurst,1,2918.652729
Barry Hahn,1,2918.652729
Alan Patterson,1,2918.652729
Richard Rogers,1,2918.652729
Brenda Jones,1,2918.652729
Christine Rodriguez,1,0
Emily Franco,1,0
Rhonda Mcdonald,1,0
David Hawkins,1,0
Dawn Manning,1,0
Alyssa Vaughn,1,0
Donald Parker,1,0
Christina Rowland,1,0
Pamela Brown,1,0
Erik Nielsen,1,1800.5723
Tyler Hernandez,1,1800.5723
Robert Leon,2,7733.9087
Judy Humphrey,1,1800.5723
Joseph Barker,2,0
Monica Salazar,1,220666.6728
Zachary David,1,756137.4455
Sara Ingram,1,982068.4523
Patrick Pugh,1,0
Taylor Guzman,1,2804.27085
Taylor Leonard,1,2804.27085
Connie Greene,1,5254.134
Ian Miller,1,0
Patricia Kelley,1,26295.5122
Lisa Hernandez,1,26295.5122
Robin Stafford,1,0
Aaron Horton,1,41736.9325
Sandra Allen,1,41736.9325
Melanie Morris,1,41736.9325
Scott Mooney,1,41736.9325
Barbara Diaz,1,0
Amanda Marquez,3,57091.75563
Stephanie Ball,1,0
Jamie Washington MD,2,1758.890933
Nicole Weaver,2,1758.890933
Amy Guerrero,2,1758.890933
Christopher Rivera,1,22860.38645
Anne Moran,1,0
Laura Lewis,1,8034.3645
Jeffrey Ramirez,1,841801.8415
Natalie Thompson,1,841801.8415
Samantha Hawkins,2,0
Ryan Monroe,1,3143.96295
Zachary Wilson,1,3143.96295
Garrett Kerr,1,3143.96295
Mary Franklin,1,3143.96295
Laura Carlson,1,0
Troy Anderson,1,0
Elizabeth Brown,3,2684.848764
Jackie Clay,1,0
Kelly Torres,3,704.6308
Sheila Green,1,0
Tracy Arnold,1,0
Cynthia White,1,0
Gregory Diaz,1,0
Donna Wilson,1,181160.0809
Jessica Clay,1,9486.6728
Cindy Henry,1,6498.8756
Krista Dickerson,1,6498.8756
Richard Krause,1,0
Larry Hurley,1,26787.7683
Nicole Murillo,1,7216.8788
Tina Oliver,1,7216.8788
Katrina James,1,10206.6728
Heather Burch,1,5386.6728
George Clements,1,0
Rachel Fischer,1,0
Theresa Evans,1,0
Kerry Friedman,1,0
Sara Thomas,2,0
Ricky Myers,1,0
Raymond Marsh,1,100766.6728
Cesar Silva,1,0
Keith Stewart,2,23066.6728
Victoria Cunningham,1,21699.91003
Summer Wright,1,21699.91003
Felicia Stone,1,21699.91003
Michael Hayes,1,0
Grant Rivera,1,7266.6728
Margaret Cameron,1,8924.8851
Jessica Kirby,1,17277.0386
Latasha Flores,1,17277.0386
Brandi Schmitt,1,0
Rachel Harrell,1,8436.6728
Joanna Thomas,1,240666.6728
Jessica Wilson,2,12003.3456
Seth Herrera,1,204280.6814
Robert Bailey,1,4746.6728
Scott Gonzales,1,4240.2643
Jill Peterson,2,4240.2643
Robin Thomas,1,4240.2643
Darius Washington,1,4240.2643
Carla Martin,1,0
Misty Harmon,1,49873.0664
Brandon Griffin,1,49873.0664
Mr. Craig Palmer,1,0
David Hale,1,11920.25405
Megan Odonnell,1,0
Spencer Shelton,1,0
Susan Cline,1,13279495.83
Amber King,2,17336.2499
Christopher Gonzales,1,0
William Parker,2,9056.6728
Christopher Villegas,1,17598.2624
Roy Ruiz,1,22926.5937
Michael Ewing,1,49066.6728
Thomas Alvarez Jr.,1,0
Natasha Sutton,2,0
David Ibarra,2,0
Larry Hickman,2,0
Jasmine Mcgrath,2,0
Kelly Freeman,1,122486.2031
Cory Sherman,1,909764.7613
Ricardo Hughes,1,0
Austin Gaines,1,0
Julie Acosta,1,0
Steve Evans,1,0
James Ruiz,1,24042.18458
April Rosales,1,24042.18458
Brittany Schneider,1,24042.18458
Michelle Perry DDS,1,24042.18458
Mary Nelson,3,0
Michael Torres,1,18368.6233
Stuart Bell,1,18368.6233
Kimberly Roberts PhD,1,0
Brenda Watts,1,0
Mary Golden,1,1906.380033
Justin Mitchell Jr.,1,1906.380033
Anita Hancock,1,1906.380033
Brett Cruz Jr.,1,1906.380033
Robert Moon,1,1906.380033
Dustin Simpson,1,1906.380033
Leonard Welch,1,0
Megan Stevens,1,5046.6728
Stephanie Gray,1,28411.9882
Jean Pacheco,2,53332.71248
Douglas Simpson,2,53332.71248
Jonathan Gonzalez,2,53332.71248
Kaitlyn Yang,2,53332.71248
Sabrina Edwards,2,0
Michael Lynch,1,6918.9873
Tina Burnett,1,12886.6728
Erin Burton,1,0
Tyler Brooks,1,2625.9193
Robert Carlson,1,2625.9193
Stacy Martin,1,0
Dr. Philip Edwards,2,11146.6728
Jack Fox,1,2337.31505
Raymond Zimmerman,1,0
Emily Rodriguez,1,16763.35025
Chad Price,1,16763.35025
Victoria Bates,1,8103.8527
Joanne Smith,1,0
Louis Marshall,1,3415.58745
Andrew Greene,1,3415.58745
Douglas Lewis,1,0
Whitney Mcdowell,1,0
Stephen Walker,1,53437.48003
Connor Stone,1,53437.48003
Brandon Singleton,1,53437.48003
Anthony Maxwell,1,0
Michelle Hall,1,10899.582
Denise Roberts,1,7936.6728
Zachary Lowe,1,0
Joshua Osborne,1,0
Marvin Clark,1,0
Ricky Calderon,1,0
Derek Davis,1,0
Joseph Gardner,1,0
Kirsten Ortega,1,0
Richard Livingston,1,0
Christina Zhang,1,0
Allison Lester,1,0
Kristi Roberts MD,1,0
Rita Miller,1,0
Sean Hunter,1,0
Travis Taylor,1,0
Rebecca Brown,2,5766.26445
Philip Jones,2,3071.91885
Troy Rich,1,0
Jonathan Schmidt,1,0
Alexander Eaton,1,0
Nicholas Park,1,0
Cole Brooks,1,0
Patricia Burns,1,0
Michael Bullock,1,0
Alicia Gould,1,0
Amy Ferguson,1,0
Candice Scott,1,0
Leah Peters,1,0
James Hays,1,0
Tina Lee,1,0
Monica King,1,0
Brad Duncan,1,0
Michelle Lara,1,0
Jackson Guzman,1,0
Jennifer Taylor,6,954.0984045
Bryan Watson,1,0
Jason Zavala,1,0
Dominic Garcia,1,0
Mr. Justin Lopez MD,1,0
Alexis Haney,1,0
Aaron Ramos,1,0
Dawn Kirk,1,0
Seth Ramos,1,0
Jessica Ellis,1,0
Robert Copeland,1,0
Melissa Barron,1,0
Wanda Potts,1,0
Kim James,1,0
Vanessa Garza,1,0
Crystal Rodriguez,1,0
Dr. Krista Weber,1,0
Andres Perry,1,0
Caitlin Lewis,1,0
Joshua Lee,2,0
Ana Leonard,1,0
Johnny Mcdowell,1,0
Angela Ortiz,1,0
Miguel Anderson,2,13646.6728
Shaun Beck,1,0
Curtis Garrett,1,0
George Hall,1,0
Jamie Walsh,1,0
Ryan Harvey,1,0
Valerie Hart,1,0
Jennifer Nguyen,1,0
Nicholas Lozano,1,0
Lisa Mcclure,1,0
Samantha Taylor,1,0
Kelly Mcclain,1,0
Natalie Gonzalez,1,0
Amanda Hudson,1,0
Jordan Hunt,1,0
Shannon Hansen,1,0
Debra Simpson,1,0
Erika Compton,1,0
Patty Brown,1,0
Christine James,1,0
Angela Taylor,3,28466.6728
Jasmine Bolton,1,0
Nicholas Ballard,1,0
Allison Sanders,1,0
Jose Johns,1,0
Joseph Wolfe,1,0
Jenny Gutierrez,1,0
Angela Mccormick,2,0
Dr. Justin Christensen,1,0
Andrew Crane,1,0
Catherine Riley,1,0
Jackie Watson,1,0
Carolyn Massey,1,0
David Johnson,5,8495.587859
Steven Andersen,1,0
James Winters,1,0
Alexander Jarvis,1,0
Jerry Cooper,1,0
Kiara Griffith,1,0
Julie Hudson,1,0
Erica Clark,1,0
Lawrence Davis,1,0
April Esparza,1,0
Douglas Fields,1,0
Ashley Sanders,1,0
William Martinez,1,0
Desiree Rice,1,0
Melanie Terry,1,0
Scott Harmon,2,7331.13603
Amanda Johnson,3,0
Anthony Morris,1,0
Brenda Palmer,1,0
Benjamin Clark,1,0
Melissa Glenn,1,0
Jean Stevens,1,0
Patrick Vega,1,0
Kimberly Pierce,1,0
Jordan Robinson Jr.,1,0
Shane Lewis,1,0
Lindsay Macdonald,1,0
William Bryant,1,0
Robert Lucero,1,0
Robert Ward,1,0
Joshua Randolph,1,0
Richard Carey,1,0
Kayla Garcia,1,0
James Monroe,1,0
Jerry Whitehead,1,0
Diane Meadows,1,0
Heidi Gray,1,0
Benjamin Burgess,1,0
Carol Gonzalez,1,0
Samantha Welch,1,0
Lindsay Jimenez,1,0
Harold Merritt,1,0
Jeffrey Ortiz,1,0
Caitlin Ellison,1,0
Ryan Richmond,1,0
Robert Maldonado,1,0
Frank King,1,0
Justin Thomas,1,0
Sara Hendricks,1,0
Jennifer Peters,2,4280.3493
Jessica Gonzales,1,4280.3493
Alexis Morris,1,4280.3493
James Murphy,2,3993.939673
Elizabeth Hall,1,8466.6728
Chase Jones,2,6596.6728
Kelli Parker,1,0
Victoria Anderson,1,16166.6728
Ashley Norman,2,35666.6728
Allison Kennedy,2,0
Timothy Stewart,1,0
Tiffany Hunt,1,0
Emily Garcia,1,0
Katrina White,1,0
Frank Martin,2,14568.8887
Kristina Russell,1,0
Barbara Hardin,1,0
Lynn Mcdowell,1,0
Casey Watson,1,0
Joshua Vega,1,0
Juan Christensen,1,5636.6728
Michele Larsen,1,0
Kevin Moody,1,0
Bradley Gonzalez,1,0
Ryan Blevins,1,0
Dustin Burke,1,0
Jeanette Marsh,1,0
Tom Carroll,1,0
Emily Lucas,1,0
April Ortiz,1,0
Ashley Larson,1,0
Thomas Bradley,1,0
Karen Anderson,2,0
Jessica Davis,2,0
Caleb Kim,1,0
Kaylee Gonzalez,1,0
Teresa Walters,1,0
Christopher Graves,1,0
Janet Murphy,1,0
Rebecca Odom,1,0
Jerome Livingston,1,0
Gabrielle Cisneros,1,0
Janet Owen DDS,1,0
Cindy Haynes,1,0
Amber Kelley,1,0
Doris Collins,1,0
Sandra Marshall,1,0
Tiffany Taylor,1,0
Brandy Ross,1,0
Kristen Ford,1,0
April Cooper,1,0
Michael Stuart,1,0
Alyssa Hanna,1,0
Susan Carrillo,1,0
Angela Glenn,1,0
Terry Wright,1,0
Caleb Clark,1,0
Rebecca Murphy,1,0
Christopher Davis,2,0
Michelle Carson,1,0
Nancy Rivera,1,0
Kevin Ramirez,1,0
Donna Mcdowell,1,0
Michael Lewis,2,0
Sandra Lamb,1,0
Stacy Drake,1,0
Fred Lynch,1,0
Jeremy Hernandez,1,0
Frank Perez,1,0
Courtney Johnson,1,0
Robin Rush,1,44666.6728
Michael Ford,2,324968.3401
Ashley Collins,1,0
Latoya Smith,1,0
April Brown,1,0
Joseph Chan,1,0
Anthony Woodard,1,0
James Everett,1,0
Claudia Watson DVM,1,27754.695
Adam Chavez,1,0
Patrick Wang,1,0
Dustin Thomas,1,0
Beverly Perez,1,0
Brian Burns,2,29883.81099
Cynthia Ray,1,1005.437967
Nicole Willis,1,1005.437967
Randy Marshall,1,1005.437967
Kimberly Cobb DDS,1,1005.437967
Ann Burton,2,1005.437967
Jennifer Baldwin,1,1005.437967
Meghan Peterson,1,1005.437967
Jeffrey Phillips,1,1005.437967
Kim Franco,1,1005.437967
Stephanie Hanson,1,204666.6728
Lisa Sullivan,1,2738.8435
John Medina,2,14683.41515
John Dawson,1,0
Mrs. Jennifer Martinez,1,0
Nathan Matthews,1,0
Anna Jacobs,1,0
Gregory Hall,1,0
Joshua Torres,1,0
John Blair,1,0
Melissa Foster,1,0
Jennifer Carroll,1,0
Kathryn Wade,1,447.2227333
Carl Stanley,1,447.2227333
John Webb,1,447.2227333
Martin Johnson,1,447.2227333
Justin Fields,1,447.2227333
Christian Ashley,1,447.2227333
Maurice Jones,2,447.2227333
Lance Johnson,1,447.2227333
Barbara Garrett,1,447.2227333
Donald Adams,1,447.2227333
William Sanders,1,447.2227333
John Monroe,1,447.2227333
William Mitchell,1,0
James Alvarado,1,0
William Reese,1,0
Micheal Schneider,1,0
Adam Carpenter,1,0
Corey Gallegos,1,0
Matthew Mills,1,0
Patricia Taylor,2,14918.6457
Brad Charles,1,0
Michael Hubbard,1,0
Nathan Paul,1,0
Isaac Valdez,1,0
Elizabeth Castillo,2,0
Aaron Dixon,1,0
Lauren Owens,1,0
Henry Boyd,1,0
Stephanie White,1,8669.0904
Karen Hamilton,1,0
Alicia Hopkins,1,28552.2708
Candace Riddle,1,0
Dillon Bowman,1,32895.9409
Jillian Bruce,1,0
Juan Contreras,1,4796.6728
Tabitha Scott,1,238608.6549
Suzanne Guerra,1,0
Amanda Frye,1,0
Jesus Jackson,1,0
Justin Tapia,1,0
Tracy Cain,1,0
James Armstrong,2,0
Christina Meyers,1,4816.6728
Kenneth Dixon,1,19741.2331
Carly Wheeler,1,0
Sandra Sandoval,1,0
Ashley Estrada,1,0
Matthew Camacho,1,0
Hannah Burns,1,0
Samantha Velasquez,1,0
Christopher Meyers,1,0
Nicole Oconnor,1,0
Andrea Curry,1,0
Katie Brown,1,0
Shannon Mathis,1,0
Deanna Clark,1,0
Peter Delacruz,1,0
Chelsea Hatfield,1,0
Kimberly Potter,1,0
Jonathan Burns,1,0
John Petersen,1,0
Jacob Valdez,1,0
Jenny Harmon,1,0
Matthew Rivera,1,0
David Steele,1,0
Monique Hall,1,0
Ashley Black,1,0
Walter Lloyd,1,0
James Ortiz,2,63793.9086
Kaylee Gilmore,1,0
Elizabeth Clarke,1,0
Terry Williams,1,0
Travis Kennedy MD,1,0
Joseph Pineda,1,0
Derrick Holmes,1,0
Cheryl Nguyen,1,0
Melissa Fleming,1,0
Kyle Nelson,1,0
Michael Stone,3,145384.274
Deborah Williams,3,4923.468373
Margaret Clay,1,0
Crystal Ramirez,1,0
Clifford Gray,1,0
Jason Esparza,1,0
Catherine Nolan,1,0
Joel Payne Jr.,1,0
Scott Wolf,1,0
Jason Harris,2,0
Marisa Foster,1,0
Jordan Howell,1,0
Kellie Vaughn,1,0
Danielle Ortega,1,0
Virginia Myers,1,0
Connor West,1,0
Alexander Contreras,1,0
Lynn Chandler,1,0
Stacie Howard,1,0
Cynthia Evans,1,0
Jeremy Lane,1,0
Roger Thomas,1,0
Michelle Cook,2,0
Rebekah Brock,1,0
Ashlee Schneider,1,0
Kayla Holt,1,0
Alison Hamilton,1,0
Crystal Cox,1,0
Jeffrey Rivera,2,0
Amy Robbins,1,0
David Fletcher,1,0
Meghan Gonzalez,1,0
Lisa Mcmillan,1,0
Tiffany Gonzalez,1,0
Adrienne Smith,1,0
Michael Sawyer,1,0
Stephanie Salinas,1,0
Ann Martin,1,0
Daniel Sandoval,1,0
Caitlin Santana,1,0
Mary Collins,1,0
Brittany Davis,1,0
Renee Delgado,1,0
Tiffany Graham,1,0
Joshua Wall,1,0
Bruce Mueller,1,0
Gary Carter,1,0
Katrina Hawkins,1,0
Daniel Hicks,2,191536.1924
Robert Banks,1,0
Sandra Wolfe,1,0
David Kennedy,1,0
Donald Higgins,1,0
James Avery,1,0
Tonya Parker,1,0
Audrey Rodriguez MD,1,0
Brian Douglas,1,0
Stacy Leonard MD,1,0
David Stanley,1,0
Jessica Rowe,1,0
Joseph Glass,1,0
Dr. Patricia Maldonado MD,1,0
Lindsey Martin,1,0
Steve Cox,1,0
Christine Wright,1,0
Austin Rollins,1,0
Jesse Jennings,1,0
Stephen Davis,1,0
Haley Lin,1,0
Angela Jackson,1,0
Eugene Brown,1,0
David Newton,1,9426.6728
Carol Lara DDS,1,0
Melissa Scott,1,0
Stacy Bailey,1,0
Frank Martinez,1,0
Joseph Pratt,1,0
Allison Snow,1,0
Dustin Mccall,1,0
Taylor Cunningham,2,145384.274
Connie Gomez DDS,2,145384.274
Heather Patrick,2,145384.274
Angel King,2,145384.274
Donna Holloway,2,145384.274
Adam Vargas,2,145384.274
Sean Hamilton,2,145384.274
Austin Davis,2,145384.274
Debra Stephenson,2,145384.274
Jack Santiago,2,145384.274
April Hooper,2,145384.274
Christine Irwin,2,145384.274
Heather Mccann,2,145384.274
Brittany Hernandez,2,145384.274
Sally Dodson,2,145384.274
Wesley Valenzuela,2,145384.274
Tanya Hart,2,145384.274
Daniel Daniels,3,145384.274
James Obrien,2,145384.274
Ashley Holmes,2,145384.274
Brian Washington,2,145384.274
Lance Campbell,2,145384.274
Tracey Bell,2,145384.274
Jermaine Bauer,2,145384.274
Samantha Kennedy,2,0
Shawn Campbell,1,15766.6728
Gabriella Pratt,1,9295.5519
Mary Gaines,1,0
Ricardo Rubio,1,0
Patrick Hoffman,1,0
Jamie Perez,2,232.9371027
Jason Rodriguez,4,5061.970544
Mark Rodriguez,1,462.2040444
Daniel Herrera,1,462.2040444
Johnny Smith,1,462.2040444
Justin Snyder,1,462.2040444
Michael Huffman DDS,1,462.2040444
Joseph Mack,1,462.2040444
Zachary Robinson,1,462.2040444
Kayla Cowan,1,462.2040444
Larry Ellis,1,462.2040444
Mary Rangel,1,462.2040444
Cheryl Black,1,462.2040444
Stacey Thompson,1,462.2040444
Debra Bowman,1,462.2040444
Timothy Mayo,1,462.2040444
Emily Mccoy,1,462.2040444
Bradley Campbell,1,0
William Vazquez,1,53833.3364
Joseph Bird,1,53833.3364
Timothy Mason,1,0
Ricky Davis,1,398690.5681
Melissa Faulkner,1,5375.711559
Marcia Green,1,5375.711559
Kenneth Dorsey,1,5375.711559
Gwendolyn Duncan,1,5375.711559
Michael Martin,3,24035.42854
Kevin Fox,1,5375.711559
Jonathan Hodge,1,5375.711559
Anthony Austin,1,5375.711559
Julie Lee,1,5375.711559
Stephanie Lopez,1,5375.711559
Philip Graham DDS,1,5375.711559
Justin Evans,1,5375.711559
Christopher Miles,1,5375.711559
Kevin Porter,1,5375.711559
Kayla Holmes,1,0
Susan Butler,1,5391.59765
Peter Galloway,1,5391.59765
Cynthia Villegas,1,0
Julie Church,1,4796.6728
Christopher Mitchell DVM,1,5046.6728
Mandy Figueroa,1,0
Daniel Simon,1,0
Shannon Miller,1,0
Peter Boyd,1,1178.298075
Chad Curtis,1,1178.298075
Lauren Riley,1,1178.298075
James Avila,1,1178.298075
Carl Singleton,1,0
Dr. James Smith,1,19166.6728
Malik Gross,1,0
Rodney Dunn,1,0
Eddie Shah DDS,1,0
Brandy White,1,0
Justin Gonzalez,1,0
Rachel Ingram,1,0
Shawn Hudson,1,0
Natasha Mendoza,1,0
Christine Little,2,0
Carlos Peterson,1,0
Dr. Barbara Wallace,1,0
Robert Strickland,1,0
Christian Gordon,1,0
Cameron Morris,1,0
Gina Stuart,1,0
Marvin Hurley Jr.,1,0
Barbara Coleman,1,0
Angela Villarreal,1,0
James Serrano,1,0
Melissa Murphy,1,0
Haley Ellis,1,0
Toni Fisher,1,0
Candice Meyer,1,0
Jessica Moses,1,0
Mrs. Danielle Davis,1,0
Stephanie Drake,1,0
Scott West,1,0
John Rubio,1,0
Raymond Coffey,1,0
Renee Rivera,1,0
Andrew Barnes,1,0
Sara Pugh,1,0
Sarah Roberts,1,0
Jennifer Farley,1,0
Norma Russell,1,0
Travis Hatfield,1,0
Jackie Williams,1,0
Douglas Acosta,1,0
Thomas Morris,1,0
Brett Nelson,1,0
Brittany Hicks,1,0
Katherine Anderson,2,262208.867
Kevin Nichols,1,187373.9151
Susan Carlson,1,187373.9151
Kayla Davis,1,0
Richard Henry,1,0
Kristina Phillips,3,0
James Reese,1,0
Christy Little,1,0
Ryan Lynn,1,0
Rebecca Burton,1,0
Albert Johnson,1,0
Karen Stevens,1,0
Nancy Sweeney,1,0
Charles Fisher,1,0
Roger Hanson,1,0
Jamie Rich,1,0
Gail Trevino,1,0
Cheyenne Hall,1,0
William Barnett,1,0
Juan Perez,1,0
Steven Washington,1,0
Lisa Castro,2,0
Karen Wolfe,1,0
Cassandra Watts,1,0
Kelly Wells,1,0
Gilbert Hopkins,1,0
Dale Perez,1,0
Melanie Garza,1,0
Rebecca Butler,1,0
Cody Hicks,1,0
Brandon Jones,1,0
Colton Dean,1,0
Nathan Williams,1,0
Miss Lindsey Wilson DVM,1,0
Michael Roach,1,0
Karen West,1,0
Sandra Brewer,1,0
Erik Frank,1,0
Laura Ortiz,1,0
Jillian Powers,1,0
Daniel Reilly,2,35458.98182
Robert Park,1,0
Katherine Payne,1,0
Frank Soto,1,0
Pamela Nichols,1,0
Angela Robinson,1,0
Michael Fuentes,1,0
Colton Hopkins,1,6752.2326
Desiree Mccann,1,6752.2326
Justin Wilkinson,1,6752.2326
Kimberly Nichols DDS,1,0
Brandon Zuniga,1,5106.6728
Amy Compton,1,2524.4206
Stephanie Henry,1,0
Dr. Thomas Anderson,1,2998.559
Kelly Barker,1,2998.559
Andrea Woods,1,0
Caitlin Payne,1,0
Michael Stanton,1,0
Jacqueline Murillo,1,0
Peter Gilbert,1,0
Steven Harper,1,0
Judy Short,1,0
Richard Carter,1,0
Mr. Timothy Rodgers,1,0
Betty Prince,1,0
Brittany Lee,1,0
William Gibbs Jr.,1,0
Lisa Castaneda,1,0
Krista Lopez,1,0
Richard Walker,1,0
Anthony Green,1,0
Laura Costa,1,0
Donald Martinez,1,702869.7698
Sara Perez,1,0
Robert Ryan,1,0
Amanda Singh,1,10883.3364
James Kelly,2,10883.3364
Heather Allen,2,6408.86005
Douglas Brewer,1,5126.93055
Becky Johnson,1,0
Lisa Joseph,1,11106.6728
David Ryan,1,0
Tyler Howard,1,0
Tyler Francis,1,0
Kyle Wilson,1,0
Laura Graham,1,11757.4506
Patrick Johnson,2,88287.47983
Maria Warren,1,1998.0025
Andrew Short,1,1998.0025
Alexander Graham,1,0
Chad Ramos,1,8810.86455
Amy Griffith,1,8810.86455
Mrs. Michelle Collins,1,2515.1402
Stephen Oliver,1,2515.1402
Michelle Stewart,1,0
Lori Johnson,1,17266.6728
Ana Brown,1,63502.5334
Kathryn Hansen,1,0
Jessica Vincent,1,19866.6728
Kevin Richardson,1,14711.6993
Kara Henderson,1,0
Tracey Mcguire,1,0
Sandra Sanders,1,18450.4982
Lisa Stone,1,4026.013075
Alicia Gomez,1,4026.013075
Shawn Miller,1,4026.013075
Robin Abbott,1,4026.013075
Allison Cain,1,4026.013075
Mary Koch,1,4026.013075
Cody Juarez,1,4026.013075
Jenny Park,1,4026.013075
Dawn Mosley,1,4026.013075
Peter Daniels,1,4026.013075
Connie Moses,1,4026.013075
Nicole Ashley,1,4026.013075
Maria Rasmussen,1,0
Mrs. Valerie Jones MD,1,0
Sabrina Howell,1,14909.81405
Renee Austin,1,0
Ernest Gonzalez,1,46066.6728
Shannon Berg,1,103262.4222
Tyler Clark,1,0
Cameron Williams,1,4794.6161
Amy Anderson,2,767835.1723
Raymond Carpenter,1,0
Veronica Parker,2,656394.112
Stacy Phillips,1,34873.9759
Hunter Ramirez,1,26931.0942
Corey Drake,1,26931.0942
Elizabeth Cox,1,26931.0942
Lisa Bell,1,0
Travis Roman,1,0
Mariah Daniels,1,4433.3364
Kyle Edwards,2,4433.3364
Madison Russell,1,15966.6728
Mary Mora,1,0
Amanda Walker,1,0
Rebecca Paul,1,104666.6728
Jason Griffin,1,11116.6728
Samantha Mccullough,1,5246.6728
Levi Evans,1,5390.1712
Brittany Day,1,5390.1712
Matthew Knox,1,0
Tiffany Bryant,1,0
Raymond Fuentes,1,4566.281
Kyle Werner DDS,1,4566.281
Angela Boyd,2,0
John Hill,2,11256.41543
Steve Davis,1,2415.477167
Alisha Green,1,2415.477167
Preston Cowan,1,2415.477167
Christopher Jacobs,1,2415.477167
Stephanie Pierce,1,2415.477167
Katherine Deleon,1,0
Nicholas Glenn,1,0
Dr. Daniel Holloway,1,0
Holly Bradley,1,0
Robert Schultz,1,0
Alicia Meyer,1,0
Shannon Johnson,2,47443.8044
Laura Montgomery,1,7582201.043
David Payne,1,7582201.043
Robyn Roberts,1,7582201.043
Stacy Erickson,1,7582201.043
Ronald Chen III,1,7582201.043
Richard Lewis,3,7589908.436
Robert Winters,1,7582201.043
Amanda Diaz,1,7582201.043
Amanda Gibson,1,7582201.043
Martin Thomas,1,7582201.043
Matthew Li,1,7582201.043
Anita Nguyen,1,0
Megan Cox,1,192666.6728
Erin Reyes,1,37466.6728
Mark Ashley,1,0
Kelly Orr,1,0
Mary Pierce,1,0
Shannon Larson,1,0
Monica Edwards,2,4796.6728
Julia Curtis,1,32808.25145
Joe Thomas,1,0
Angela Irwin,1,35366.6728
Aaron Manning,1,0
Juan Chambers,1,0
Dr. Jennifer Williams,1,0
Linda Reid,1,0
Donald Burke,1,0
Patricia Mcknight,1,0
Evelyn Kelly,1,46593.3935
Mary Holland,1,0
Amanda Richardson,1,0
Mary Howard,1,0
David Gallegos,1,0
Thomas Dixon,1,0
Michelle Hood,1,0
Harry Baker,1,0
Justin Gross,1,0
Tara Ferrell,1,0
Cynthia Ayala,1,0
Richard Barajas,1,0
Nicholas Pope,1,0
Kristopher Flores,1,0
Julie Rodriguez,3,24643.3456
Kimberly Porter,2,0
Kevin Lee,2,0
Mary Turner,1,0
Brandon Lozano,1,0
Daniel Reed,2,0
Jill Davis,1,0
Brittany Lambert,1,0
Desiree Brewer,1,0
Madison Francis,1,0
Cheryl Hurst,1,0
Frances Wang,1,0
Michael White,2,0
David Stephens,1,10541.6682
Jerry Kerr,1,10541.6682
Leonard Cobb,1,10541.6682
Ian Chavez,1,0
Thomas Higgins,1,4746.6728
Christina Montes,1,0
Lynn Green,1,280440.9209
Belinda Jones,1,280440.9209
Cindy Manning,1,280440.9209
